Theta [deg],dB(rETotal) [] - Phi=0deg,dB(rETotal) [] - Phi=45deg,dB(rETotal) [] - Phi=90deg,dB(rEZ) [] - Phi=45deg
-29,2.97120627982992,3.25828950864932,4.61500485755348,-12.2064896523027
-28,3.09501322043539,3.71693044637581,4.82538036159576,-10.9421834896323
-27,3.48825943318728,3.96457962661608,4.58291479635906,-10.1474400754555
-26,4.162154945565,3.99515338536991,4.05257697144459,-9.85341478463545
-25,4.98187252854965,3.88755424354334,3.56274304094169,-9.93448400062637
-24,5.78112071120275,3.78614538573193,3.53983389245541,-10.1914778695762
-23,6.44777513769601,3.84997894005554,4.14459673171585,-10.4000418938136
-22,6.93519732261487,4.16302245552151,5.09778026857914,-10.4130057060382
-21,7.24458441251996,4.68282898532045,6.03415889184592,-10.2475745887653
-20,7.4088684838278,5.29214088355298,6.75198261636629,-10.0364552302316
-19,7.48252328250876,5.88464436596314,7.19029745454555,-9.90816492417018
-18,7.53219697536495,6.40440621358224,7.36181449074635,-9.92393808768502
-17,7.62291876616196,6.84225449356167,7.31991318331218,-10.076367966631
-16,7.80025464976879,7.2182985246751,7.15016250847182,-10.3097170888357
-15,8.07699409128747,7.5644210876526,6.96658474025959,-10.5479179836917
-14,8.4339699411356,7.90982703696128,6.8927955430054,-10.7299265341803
-13,8.83402644021408,8.27127526846753,7.01879988518244,-10.8405095473465
-12,9.23844572223729,8.64989856170395,7.35896684802062,-10.9155449402931
-11,9.61717009878963,9.03448350349798,7.85459990400724,-11.0200756587186
-10,9.95172313238795,9.40814829679163,8.41835400150389,-11.221124507234
-9,10.233825174968,9.75461072303959,8.97568324298038,-11.573278529406
-8,10.4625994898414,10.0619398593959,9.47992252024913,-12.1179453181791
-7,10.641878401976,10.3237290630703,9.90919937413967,-12.8899836963539
-6,10.7780896119414,10.5386019192989,10.2582417215109,-13.9276825860552
-5,10.8787358474588,10.7089739639721,10.5312398805724,-15.2866080222761
-4,10.9513448960568,10.8396536340194,10.7369685802944,-17.0634893313076
-3,11.0027634020199,10.9365590468485,10.8857090671942,-19.450095368592
-2,11.038698337992,11.005650409802,10.9873267280943,-22.8951552671441
-1,11.0634390801289,11.0521019114782,11.0500522355731,-28.8623885059578
0,11.0797128709735,11.0797128709735,11.0797128709735,-310.911986739239
1,11.0886394408565,11.0905522666317,11.0792908414383,-28.792511966284
2,11.0897609564431,11.0848279609188,11.0487553379765,-22.7481422017384
3,11.0811343846555,11.0609680021185,10.9851478198452,-19.2120208078226
4,11.0594859416931,11.0158974577998,10.8829171880199,-16.7148668761935
5,11.0204411779654,10.9454919884269,10.7345210888983,-14.8038794485754
6,10.9588585335827,10.845188419038,10.53134659029,-13.2850170645496
7,10.869308112498,10.7107292073044,10.2650701251996,-12.0614449934061
8,10.7467497640576,10.5390040326467,9.92967696376899,-11.0802934932933
9,10.5874708708132,10.32891523217,9.52446650799588,-10.3099055276599
10,10.3903304606092,10.0821201151911,9.0583492205686,-9.72772728445664
11,10.1582884233192,9.80338849873556,8.55520344577809,-9.31220518624828
12,9.90001410858297,9.50019462975602,8.05823760158216,-9.03620796849268
13,9.63099493345802,9.18115538429412,7.62777091846271,-8.8617103034642
14,9.37303033130084,8.8532211212387,7.32464147029577,-8.73781371688245
15,9.15067756099651,8.51823164306305,7.17943033877728,-8.60642880796576
16,8.9839942731948,8.17031486092704,7.16704187773293,-8.41865064520508
17,8.8794316387651,7.7959782260918,7.21049090565769,-8.15589210996146
18,8.82352670742418,7.37817298613281,7.21013571007528,-7.8396051274901
19,8.78366802558058,6.90450499361969,7.07317995928479,-7.51883589663331
20,8.71579897715284,6.37879595788162,6.73031052278237,-7.24379218115973
21,8.57486801160413,5.83356733615787,6.14678635043247,-7.04168537323918
22,8.32408952918791,5.33589917334815,5.34459459451235,-6.90388496446796
23,7.94217859496855,4.97101089083986,4.45024168182508,-6.78824283462146
24,7.43002303522984,4.7938825651058,3.74032098071091,-6.64177067822734
25,6.81779030607779,4.77897137568844,3.53230330022157,-6.44111005616723
26,6.16931056793483,4.82268989465449,3.85997561719284,-6.22501784306637
27,5.57326196511418,4.79769513111575,4.40592841304793,-6.08900990070765
28,5.10977028932863,4.60683815352489,4.81694290507128,-6.14854951407265
29,4.80462962338222,4.21436897974229,4.88525187011628,-6.49933414802974
30,4.61393183685407,3.66991265212227,4.53344270606127,-7.17753390017883
31,4.45830064550732,3.12896755014522,3.79126929286088,-8.08532990874006
32,4.27022769168711,2.81383927496819,2.83523253688825,-8.86620839203217
33,4.01585733527313,2.84783702435989,2.03255365659207,-8.98071738607502
34,3.68746867317696,3.1126419416697,1.73405082287787,-8.33204507559835
35,3.2823263154942,3.34946179947067,1.83791795581989,-7.45644321452398
36,2.78780010194416,3.34224165469752,1.87094872055775,-6.87490898546121
37,2.1896586979094,2.98749563104848,1.41472673446499,-6.84216382260716
38,1.50690102464632,2.30537499348778,0.224534361701026,-7.45187065333816
39,0.83260023460928,1.47122544005216,-1.74523759519516,-8.6860208582531
40,0.322128125390612,0.817989210484239,-3.86072717982746,-10.2886996480355
41,0.0675463651471395,0.614926807110652,-4.20851016073412,-11.5196123262758
42,-0.0350682634438435,0.74715825998447,-2.80864580201591,-11.6897297445082
43,-0.219029577543215,0.845059357599937,-1.65953333537359,-11.358545266235
44,-0.659719472830579,0.631572482207951,-1.51774791017699,-11.5035802048603
45,-1.33694704955332,0.0388524383306599,-2.50544504117629,-12.699677956291
46,-1.96585465521585,-0.789411162924524,-4.53366894045402,-15.4297775886402
47,-2.16764217160292,-1.53290779034617,-6.70131539233328,-20.6753947611723
48,-1.97464292776596,-1.92658970885264,-6.80635087627066,-29.5436029017761
49,-1.87991687789531,-2.05640972037613,-5.44776112099937,-25.2331867861805
50,-2.36545517174767,-2.20092074541465,-4.69441578274929,-22.7334582445774
51,-3.72021341908843,-2.46100128558494,-5.09839945523447,-24.3380131455721
52,-5.97851865343905,-2.67470076980168,-6.60504587324322,-27.12282368424
53,-8.26289143449068,-2.67000557948516,-8.63626010325176,-22.1604193776726
54,-8.51321783814708,-2.59540241865921,-9.63622449151722,-18.0829055097816
55,-7.59996435032452,-2.84596313230301,-9.09972946693459,-16.4523292677816
56,-7.67937566971591,-3.7767070442992,-8.46926868311617,-16.8152997165168
57,-9.71337207234413,-5.56293389925627,-8.33005950756289,-19.1766134010592
58,-15.0314338835956,-7.91485287153798,-8.3875433774979,-23.6692675772701
59,-19.2892177943976,-9.3828312502538,-8.3614287429393,-26.8702912139376
60,-12.1034874324216,-9.10342386504835,-8.54064657487552,-25.7001488816797
61,-8.93617693313979,-8.81957302883045,-9.51026393533779,-26.9901645820792
62,-8.29109496812654,-9.71165111428528,-11.7169996125872,-29.0598324011964
63,-9.35564016319257,-11.8373914780011,-14.6866351840234,-22.9601688843589
64,-10.9757891841333,-13.5476536895123,-14.7800890357733,-18.8816255567293
65,-10.6867778330408,-12.6093013751132,-12.4747633437764,-17.6778733984432
66,-9.01355049108909,-11.2785342060326,-11.1788383788773,-19.3184300144391
67,-8.07598892846352,-11.0448601794982,-11.1835732048071,-25.9361307070533
68,-8.22222158193444,-11.4738482052371,-11.9775949604614,-26.0638864745333
69,-8.78897189289694,-11.2963034436728,-12.9523961209511,-17.8075856329476
70,-8.57611912558885,-10.2858019799966,-14.172042416371,-14.5980110969663
71,-7.5670516574978,-9.57675352371038,-16.5280348458661,-13.8180892264456
72,-6.87500739161314,-9.74758481634746,-19.1358622022767,-14.8709525719522
73,-7.06032160521237,-10.4984241581175,-15.914176921524,-17.5371218533046
74,-7.98703694713507,-10.8452140412968,-12.2106603327332,-20.6204282212375
75,-8.75732486485969,-10.4799303215858,-10.7467468293167,-20.9053924575011
76,-8.34342590449623,-10.4826526029627,-11.5783877125244,-19.9516661500413
77,-7.32275726245419,-11.7707072906487,-15.3332254343794,-19.9899349197519
78,-6.69812463017722,-14.1604916016093,-19.9258638579542,-20.4875312594019
79,-6.71476090079582,-14.0607998109267,-14.0033996690462,-20.299420860849
80,-7.09071655904601,-11.2126669535621,-10.3730513142598,-19.8700014291146
81,-7.25975473519555,-9.5259767247866,-9.43101348079954,-20.3995115969402
82,-6.87628287458741,-9.70610548454908,-10.5831052606727,-22.4824707448896
83,-6.22381610805521,-11.820923350477,-13.4779289541491,-25.7035546792186
84,-5.77740616713016,-14.7913506380753,-15.3252579893372,-26.5077726068679
85,-5.80583746266658,-13.4673231786497,-13.4020494342172,-24.9441176606927
86,-6.36253948109382,-10.6085795100707,-11.9969966702571,-24.6468894005777
87,-7.26040745498197,-9.49507546682056,-12.3741036522146,-26.0773733180467
88,-7.95971691546274,-10.1973038177472,-14.1114510140801,-28.2876756468767
89,-7.90486704259634,-12.3729892047864,-15.4613425444476,-29.25308053081
90,-7.32678236630909,-14.0487044350303,-15.0033171276361,-29.7284212496717
91,-6.87010604092435,-12.7226732046916,-14.6864117792044,-32.2490546357455
92,-6.83450282406471,-11.1308816377392,-15.6092870031647,-36.4358045820556
93,-7.11971065266718,-10.8598883050535,-16.3213860782017,-32.1315476930177
94,-7.38853404829652,-11.8063749281337,-14.5638558102691,-28.4922578614863
95,-7.3690530500581,-13.0725244845129,-12.5541804330657,-27.9869894889962
96,-7.13760396350717,-13.229085142415,-12.0617503331505,-30.3661882208146
97,-6.96174469247435,-12.6075993960052,-13.6351054003646,-31.3494088068991
98,-7.01707179970144,-12.6250386210922,-18.4151774216849,-25.940701792725
99,-7.34417350191692,-13.9388527992538,-25.3494729194734,-22.2443081747009
100,-7.90403735403986,-16.5969686323184,-17.2920122026776,-20.7335781379956
101,-8.56807437127782,-18.6941988925616,-13.5929008876777,-21.1392260839585
102,-9.04570760960464,-16.9538217067203,-12.8321174235661,-23.6969689935767
103,-8.9984143489245,-14.5480508252449,-14.3694488924057,-28.8358113560428
104,-8.46373429616075,-13.2571061662382,-18.3566227625949,-29.0510724286008
105,-7.88229605975139,-13.0927936548822,-20.5681252553274,-25.0010671492391
106,-7.6537811564692,-14.0307425330417,-16.2384394579135,-24.0014318163757
107,-7.95302577668082,-16.2799649124162,-13.6360564723564,-26.4217280157775
108,-8.74916817886073,-20.3205843917916,-13.2085830663946,-37.0435456894443
109,-9.76522998835419,-24.5799563638012,-14.7709735528172,-30.2339753278046
110,-10.4544625225244,-21.7894348008764,-18.729258143665,-23.1969007169173
111,-10.4348773111187,-19.0450286201515,-23.8799621266144,-20.8067770645852
112,-9.99852443110357,-18.6367457494052,-19.9263519452296,-20.9705792963831
113,-9.66050306095749,-20.494605147073,-16.1480071455241,-23.8103832677702
114,-9.68001400193973,-24.3191753131274,-14.3657237724103,-31.8377532598396
115,-10.0855884875503,-23.7164570962294,-13.6857880772043,-29.7729780582122
116,-10.7869637317505,-19.5916949520136,-13.5623012557497,-22.6012695771286
117,-11.6361979753099,-17.2350618129469,-13.6365593769435,-19.4240387091001
118,-12.4570349315604,-16.1955164040843,-13.5470284715617,-17.7819913015403
119,-13.0547557131527,-15.5539776468119,-12.8866514937525,-16.7664488418307
120,-13.2599719742177,-14.6290595652722,-11.6553174918598,-16.0246749892799
121,-13.0656601087782,-13.5845934446638,-10.3787539668465,-15.634815657808
122,-12.6867615870469,-13.020891660093,-9.53191479194665,-15.8773165036198
123,-12.3914458707271,-13.3308814437399,-9.28654945025257,-17.0224232514921
124,-12.3182178235833,-14.6121786688987,-9.55034290478816,-19.1207956330953
125,-12.4217022590225,-16.3323193750253,-9.98321603818384,-20.9167402371679
126,-12.5206630134587,-16.5701433797117,-10.1567505249371,-19.6601307631679
127,-12.4666146037831,-14.8387666820209,-10.0131792975982,-17.1454884494826
128,-12.3329809927744,-13.0987644062583,-9.92550467620468,-15.4206864504155
129,-12.3775443608597,-12.1163245822324,-10.1978556750953,-14.683476166988
130,-12.8578065542451,-11.8534091072926,-10.7481617410454,-14.7894851926896
131,-13.9200450197769,-12.122707285114,-11.0471200559973,-15.58447503702
132,-15.4723830432225,-12.7669584646215,-10.563840153066,-16.9336373287617
133,-16.7734178667672,-13.7357810411039,-9.4868081413864,-18.7353246849882
134,-16.5015954858699,-15.0234319708145,-8.30709768026558,-20.8762446752988
135,-14.9125444675588,-16.2662849507427,-7.22388872091241,-22.7682727363474
136,-13.279517729935,-16.265223788729,-6.24306893812973,-22.7375295957676
137,-12.0997779404067,-14.6253147482299,-5.39845626704937,-20.7642946318116
138,-11.3994733794142,-12.7050769879915,-4.80686912090784,-18.7584127557156
139,-11.0993702016659,-11.3592508978154,-4.60489115664798,-17.5022226992251
140,-11.1213340281647,-10.7462984393682,-4.88480329184348,-17.0709537878272
141,-11.4132387807819,-10.7711241940215,-5.65048999548352,-17.3300657500335
142,-11.9472137639911,-11.1409552575089,-6.73924777259637,-17.8962645070957
143,-12.6993874266355,-11.2936704275679,-7.71573661477807,-18.0108857635211
144,-13.6129385938911,-10.7207905054446,-8.066487937117,-17.1534280332359
145,-14.5553504543963,-9.59965391899618,-7.82655170850854,-15.8045559260037
146,-15.317295922813,-8.48701324538394,-7.47847634749142,-14.6424936151804
147,-15.7311223702551,-7.72850404568282,-7.24980534872505,-13.9560058894264
148,-15.8356886884983,-7.43298671182414,-6.88863486063701,-13.7913687263653
149,-15.8415119159695,-7.59444334326067,-5.9428634145705,-14.0997783925897
150,-15.9397986344756,-8.14010461401169,-4.40051788163182,-14.7729078979602
151,-16.184349665495,-8.91371215349677,-2.72669729155809,-15.6276079139133
152,-16.4622334968829,-9.63936898364005,-1.31691647792441,-16.4067799950565
153,-16.5236648938487,-9.98263342634841,-0.342649231628603,-16.8839971742685
154,-16.1447196745383,-9.79747979329359,0.143509407347568,-17.032152003405
155,-15.3455639894163,-9.25626129326128,0.123615435830449,-17.0191271485516
156,-14.3530120281898,-8.63020686586471,-0.42457585141709,-17.032163840508
157,-13.3823557803348,-8.08649823936026,-1.54689797145071,-17.1692269116017
158,-12.5405158686916,-7.67703562001606,-3.32314592023067,-17.4406368922136
159,-11.8482196803976,-7.39235405188718,-5.83761017175718,-17.8072992502199
160,-11.2814545292682,-7.20639776412751,-8.84511459566371,-18.2213096426575
161,-10.8008155373223,-7.10408790519663,-10.3993735969938,-18.6605986679364
162,-10.3702847783612,-7.09413307767484,-8.79008760364735,-19.1465387910703
163,-9.96826288696704,-7.20940767943123,-6.53245527264385,-19.7379990949427
164,-9.59065550656282,-7.50049929152168,-4.91469335538823,-20.5124150935998
165,-9.2466108986412,-8.02995136672708,-3.99900016895057,-21.5508738498027
166,-8.95028300697837,-8.87243884355975,-3.6941387202247,-22.9344834220338
167,-8.71278024045291,-10.1226116026461,-3.94359124274725,-24.7484510543742
168,-8.53667801188743,-11.9078197836237,-4.74611144161491,-27.0809689948642
169,-8.41344218615432,-14.3719965801446,-6.17056656708058,-29.9655766749901
170,-8.32343038351692,-17.3329166594508,-8.40651309605632,-33.0382836761195
171,-8.23854387840725,-18.5482665720024,-11.9380439618833,-34.7528253117617
172,-8.12792444693797,-16.0824845817272,-18.3272581415501,-34.1759868026426
173,-7.96620836997603,-13.0356856546904,-26.2883030314177,-33.0384590251536
174,-7.74173242170498,-10.6542555311048,-16.0884784422893,-32.4364473486227
175,-7.46070240311946,-8.90747612844102,-11.4023030321445,-32.5831001281243
176,-7.14506005555417,-7.65734646597761,-8.7787113041412,-33.5383661346737
177,-6.82571986864557,-6.80541680375424,-7.20479519540384,-35.4501718648568
178,-6.53516331359823,-6.29058411404155,-6.32451454296635,-38.7440838547996
179,-6.30235975812965,-6.07776220165096,-5.99014900662771,-44.8821178214041
180,-6.15059720449011,-6.15059720449011,-6.1505972044901,-314.290834357168
