"F [GHz]","dB(S(Port1,Port1)) []","dB(S(Port1,Port2)) []","dB(S(Port1,Port3)) []"
6.95,-16.0276489057603,-3.84899489045032,-3.81962066671395
6.975,-16.0425592286173,-3.8512332771163,-3.82188783013505
7,-16.0690215873634,-3.85305664029305,-3.82375642241252
7.025,-16.1069749333156,-3.8544700243794,-3.82523011371789
7.05,-16.1563928076356,-3.85548155720081,-3.82631585484693
7.075,-16.2172808262138,-3.85610207612895,-3.82702342099851
7.1,-16.2896748588479,-3.85634488754451,-3.82736511682577
7.125,-16.3736396961316,-3.85622558889733,-3.82735556355432
7.15,-16.4692680282746,-3.8557619199718,-3.82701152799462
7.175,-16.5766795957723,-3.8549736263428,-3.82635177247175
7.2,-16.696020408268,-3.8538823262563,-3.82539691393161
7.225,-16.8274619173195,-3.85251137696575,-3.82416928603995
7.25,-16.9712000391138,-3.85088573798228,-3.82269280111073
7.275,-17.1274538950851,-3.84903183103702,-3.82099280983992
7.3,-17.2964641045448,-3.84697739710618,-3.81909595877354
7.325,-17.4784904524562,-3.84475135044811,-3.8170300452339
7.35,-17.6738086491194,-3.84238363226185,-3.81482387085902
7.375,-17.8827058590997,-3.8399050652406,-3.8125070951307
7.4,-18.1054745427754,-3.83734721265626,-3.81011009107202
7.425,-18.3424040225001,-3.83474224589082,-3.8076638067957
7.45,-18.5937689811681,-3.83212282738777,-3.80519963754967
7.475,-18.8598138652447,-3.82952201839442,-3.80274931601081
7.5,-19.1407318257633,-3.82697322665322,-3.80034483255519
7.525,-19.4366364265155,-3.82451021844483,-3.79801840432657
7.55,-19.747523877965,-3.82216723447036,-3.7958025241697
7.575,-20.0732229789359,-3.81997927868508,-3.79373014360915
7.6,-20.4133294594906,-3.81798270269394,-3.79183508687138
7.625,-20.7671212239758,-3.81621631500067,-3.79015287871757
7.65,-21.1334517447771,-3.81472346351913,-3.78872234956314
7.675,-21.5106222627176,-3.81355601838854,-3.78758878199042
7.7,-21.8962440481516,-3.81278228610585,-3.78681032032754
7.725,-22.287133212,-3.81250360439695,-3.78647183794174
7.75,-22.6793778332693,-3.81289145826629,-3.7867174466579
7.775,-23.0690541656627,-3.81427577507614,-3.78783449231709
7.8,-23.4553714440018,-3.81735467667278,-3.79049221141411
7.825,-23.852740836959,-3.82348139163986,-3.79639540819473
7.85,-24.3118831041676,-3.8322048958027,-3.80815165505073
7.875,-24.7638152627398,-3.83245409281241,-3.81528439689335
7.9,-24.9723158203161,-3.82599056526503,-3.80493280477517
7.925,-25.0291924847342,-3.82132906489207,-3.7974314305242
7.95,-25.0378529056939,-3.82035008605432,-3.79580883115515
7.975,-24.9928128383968,-3.82149708533182,-3.79680388735453
8,-24.8833297603256,-3.82381200363052,-3.79905727989844
8.025,-24.7083795172189,-3.82688357992916,-3.80207629039935
8.05,-24.4737448657042,-3.8305272527321,-3.80565885839176
8.075,-24.1889807165645,-3.8346499265177,-3.80970829604341
8.1,-23.8651576419029,-3.83919747168637,-3.81417010433708
8.125,-23.5132903995763,-3.84413318150203,-3.81900792728479
8.15,-23.1433743950947,-3.84942827932924,-3.82419345257415
8.175,-22.7639166464186,-3.85505746783566,-3.82970182571012
8.2,-22.3818166701825,-3.86099674516029,-3.83550945007692
8.225,-22.0024586379868,-3.8672223105889,-3.84159290207672
8.25,-21.6299072208606,-3.87371002469028,-3.84792840299893
8.275,-21.2671360686492,-3.88043516691821,-3.85449158580302
8.3,-20.9162486146849,-3.8873723605841,-3.86125742527717
8.325,-20.5786722009672,-3.89449559519552,-3.86820026346196
8.35,-20.2553194118928,-3.90177830802374,-3.87529389198221
8.375,-19.9467174131067,-3.90919350159177,-3.88251166944176
8.4,-19.6531091048667,-3.91671388399252,-3.8898266605897
8.425,-19.374530910035,-3.9243120228297,-3.8972117884908
8.45,-19.1108718518874,-3.93196050691554,-3.90463999399711
8.475,-18.8619179968227,-3.93963211165224,-3.91208439865705
8.5,-18.6273856481864,-3.94729996494693,-3.9195184676038
8.525,-18.4069459782624,-3.95493771114333,-3.92691617015954
8.55,-18.2002431966687,-3.96251967100423,-3.93425213615164
8.575,-18.0069078694282,-3.97002099636851,-3.94150180587199
8.6,-17.8265666209936,-3.97741781763471,-3.94864157252911
8.625,-17.6588491484268,-3.98468738362048,-3.95564891525501
8.65,-17.5033932602121,-3.99180819206154,-3.96250252199221
8.675,-17.3598484605959,-3.99876011156974,-3.96918240057147
8.7,-17.2278784987391,-4.00552449417893,-3.97566997773054
8.725,-17.1071631892718,-4.01208428011854,-3.98194818546999
8.75,-16.9973997629331,-4.01842409693828,-3.98800153478793
8.775,-16.8983039523179,-4.02453035769033,-3.99381617814384
8.8,-16.8096110210098,-4.0303913658052,-3.99937996315294
8.825,-16.7310769510427,-4.03599744020018,-4.00468248278854
8.85,-16.6624800636295,-4.04134108449246,-4.00971513181602
8.875,-16.603623475456,-4.04641724175905,-4.014471188342
8.9,-16.5543390422008,-4.05122371054072,-4.01894595703833
8.925,-16.5144939232734,-4.05576186542855,-4.02313704773796
8.95,-16.4840018619678,-4.06003796398824,-4.0270449473862
8.975,-16.4628432794261,-4.06406562256473,-4.03067424247855
9,-16.4511026153122,-4.06787072957051,-4.03403636096147
9.025,-16.4490411102619,-4.07150171548193,-4.03715613284885
9.05,-16.4572459299551,-4.07505221183595,-4.04008887012461
9.075,-16.4769449906224,-4.07871310790016,-4.04296973321301
9.1,-16.5106174814663,-4.08288642881112,-4.04617305371722
9.125,-16.562252759074,-4.08829391993309,-4.05084083326354
9.15,-16.6283878213164,-4.09459936514781,-4.05971088623203
9.175,-16.6750932196891,-4.09617055684397,-4.07118552262026
9.2,-16.7093363332098,-4.09720367908524,-4.07515319491768
9.225,-16.731172589293,-4.09962539918901,-4.06999852029642
9.25,-16.7628687957025,-4.09835713803502,-4.06399889590364
9.275,-16.8199289537974,-4.09669902119362,-4.06082770603287
9.3,-16.8942644742651,-4.0956333321232,-4.05922681682688
9.325,-16.9805507447605,-4.09497092175509,-4.05827911798656
9.35,-17.0765799150712,-4.09449775139796,-4.05758164637148
9.375,-17.1814560381894,-4.09408642407927,-4.05695739124397
9.4,-17.2948186751333,-4.09366796825217,-4.05632472104354
9.425,-17.4165462964435,-4.09320642072478,-4.05564529110192
9.45,-17.5466375920548,-4.09268431772814,-4.05490207182403
9.475,-17.6851606899081,-4.09209484190536,-4.05408930525286
9.5,-17.8322301167582,-4.09143750344218,-4.053207549699
9.525,-17.9879958949632,-4.09071568534726,-4.05226106539585
9.55,-18.1526382552857,-4.08993519727574,-4.05125635472654
9.575,-18.3263650465416,-4.08910339493617,-4.05020130697056
9.6,-18.5094104217564,-4.08822862792407,-4.04910467797725
9.625,-18.7020340561836,-4.0873198858358,-4.04797576374565
9.65,-18.9045204459885,-4.08638656750469,-4.04682419194011
9.675,-19.1171779506272,-4.08543832975944,-4.04565978761888
9.7,-19.3403372874693,-4.0844849888303,-4.0444924872279
9.725,-19.5743491667138,-4.08353645709983,-4.04333228505274
9.75,-19.8195806756578,-4.08260270443739,-4.04218920203829
9.775,-20.0764099336676,-4.08169373667776,-4.04107326978557
9.8,-20.3452183854416,-4.08081958559559,-4.03999452533467
9.825,-20.6263798812627,-4.07999030709646,-4.03896301291749
9.85,-20.9202454241224,-4.07921598424219,-4.03798879046395
9.875,-21.2271220933641,-4.07850673295392,-4.03708193865781
9.9,-21.5472441641558,-4.07787270905039,-4.03625257055509
9.925,-21.8807338206672,-4.07732411415497,-4.0355108415655
9.95,-22.2275481234738,-4.07687120047328,-4.03486695745387
9.975,-22.5874079747441,-4.07652427244284,-4.03433118095087
10,-22.9597039437923,-4.07629368508259,-4.03391383573092
10.025,-23.3433730234197,-4.07618983845467,-4.03362530824791
10.05,-23.7367403198583,-4.07622316797742,-4.0334760476343
10.075,-24.1373210102949,-4.07640413063624,-4.03347656500978
10.1,-24.5415822503116,-4.07674318794078,-4.03363743422344
10.125,-24.9446742912088,-4.07725078668789,-4.03396929744298
10.15,-25.3401577210628,-4.07793734022363,-4.03448288148221
10.175,-25.7197819859296,-4.07881321416146,-4.03518903437528
10.2,-26.0734082000678,-4.07988872439728,-4.03609879809032
10.225,-26.3892069622861,-4.08117416114555,-4.03722354391623
10.25,-26.6542744702422,-4.08267986475278,-4.03857521803354
10.275,-26.8557584948225,-4.08441640403925,-4.04016678229073
10.3,-26.9824365509913,-4.08639496209607,-4.04201300960659
10.325,-27.0264606310652,-4.08862815713413,-4.04413194585192
10.35,-26.9847839173717,-4.09113182934588,-4.0465476684562
10.375,-26.8597713768615,-4.09392911637588,-4.0492956670875
10.4,-26.6587333332233,-4.09706038897923,-4.05243367902096
10.425,-26.3924559530768,-4.10060948754357,-4.05606374692614
10.45,-26.0728691326073,-4.10477847578797,-4.06037338009927
10.475,-25.7092463049024,-4.1101014078958,-4.06566969475493
10.5,-25.3013630190235,-4.11783351588287,-4.07206570147507
10.525,-24.8443054014431,-4.12870537895996,-4.07801665031179
10.55,-24.3707953006033,-4.13869499273027,-4.08308896928962
10.575,-23.897175662181,-4.14437018953514,-4.09149554208765
10.6,-23.4538160688412,-4.14472094053237,-4.09816684123389
10.625,-23.0629913471288,-4.14514870971436,-4.10081371242252
10.65,-22.6911569576308,-4.1481619325012,-4.10364447860735
10.675,-22.3268675880442,-4.15284355622571,-4.10767137917748
10.7,-21.9710912708871,-4.15847271801977,-4.11266099761142
10.725,-21.6260077706805,-4.16471746249165,-4.11835295472016
10.75,-21.2931159822475,-4.17142401578423,-4.12458351370956
10.775,-20.9732405133335,-4.17851403218134,-4.13125464224157
10.8,-20.6667320455632,-4.18594288864349,-4.13830542935001
10.825,-20.3736240188162,-4.19368216694883,-4.14569567468739
10.85,-20.093736938626,-4.20171177087615,-4.15339702449008
10.875,-19.8267464278055,-4.21001613447367,-4.16138813932818
10.9,-19.5722280201124,-4.21858229488148,-4.16965199344906
10.925,-19.3296870236672,-4.2273988737779,-4.17817432671993
10.95,-19.098578655834,-4.23645552709329,-4.18694274018411
10.975,-18.87832171573,-4.2457426489304,-4.19594616205135
11,-18.6683079383308,-4.25525121782959,-4.20517453335822
11.025,-18.4679084451571,-4.2649727254541,-4.21461862617176
11.05,-18.2764782764624,-4.27489915313526,-4.22426994307999
11.075,-18.0933597095623,-4.28502297520591,-4.23412066633577
11.1,-17.9178848632358,-4.29533717688135,-4.24416363630715
11.125,-17.74937796739,-4.30583527771346,-4.2543923467066
11.15,-17.5871575845251,-4.3165113555957,-4.26480094718263
11.175,-17.4305389960886,-4.32736006703611,-4.27538424788474
