Freq,Trace1,Trace2,Trace3,Trace4
100000000,-74.0780430203639,0,0,0
118625000,-73.6510406519309,0,0,0
137250000,-73.4674232697015,0,0,0
155875000,-73.3626903208966,0,0,0
174500000,-73.3140925392976,0,0,0
193125000,-72.6055280537796,0,0,0
211750000,-72.5279925741251,0,0,0
230375000,-72.2714317423441,0,0,0
249000000,-72.1417646214877,0,0,0
267625000,-72.1542340127485,0,0,0
286250000,-72.0407404170803,0,0,0
304875000,-71.6764123318615,0,0,0
323500000,-71.1577282849658,0,0,0
342125000,-71.2621270042825,0,0,0
360750000,-70.317973365433,0,0,0
379375000,-68.5308981945029,0,0,0
398000000,-59.079325641719,0,0,0
416625000,-57.9279429785656,0,0,0
435250000,-60.3916029984261,0,0,0
453875000,-50.9217997006227,0,0,0
472500000,-52.0723033205219,0,0,0
491125000,-56.9598570756012,0,0,0
509750000,-55.2429583017524,0,0,0
528375000,-49.866105944752,0,0,0
547000000,-48.083615157482,0,0,0
565625000,-55.4579286710965,0,0,0
584250000,-56.0731791375913,0,0,0
602875000,-52.1104870417321,0,0,0
621500000,-46.5935276774373,0,0,0
640125000,-40.809747254986,0,0,0
658750000,-46.5713344995509,0,0,0
677375000,-40.1997074658713,0,0,0
696000000,-39.0595940134026,0,0,0
714625000,-44.2391106474603,0,0,0
733250000,-26.9727053657091,0,0,0
751875000,-28.6144984021499,0,0,0
770500000,-40.5693629164996,0,0,0
789125000,-38.8487083516885,0,0,0
807750000,-34.7844990774132,0,0,0
826375000,-34.5628190568834,0,0,0
845000000,-36.1362179714646,0,0,0
863625000,-39.0072560838656,0,0,0
882250000,-32.275541382146,0,0,0
900875000,-36.8222632974446,0,0,0
919500000,-39.6596821666085,0,0,0
938125000,-39.9563233160897,0,0,0
956750000,-35.894565646267,0,0,0
975375000,-36.7012176101061,0,0,0
994000000,-36.8512596723397,0,0,0
1012625000,-38.5477865128335,0,0,0
1031250000,-37.5517252782909,0,0,0
1049875000,-34.586415207206,0,0,0
1068500000,-29.636161022069,0,0,0
1087125000,-28.2887704523049,0,0,0
1105750000,-34.0811203681545,0,0,0
1124375000,-39.0875571573213,0,0,0
1143000000,-40.581566446665,0,0,0
1161625000,-40.9685275257603,0,0,0
1180250000,-38.7946553480831,0,0,0
1198875000,-38.6825885376572,0,0,0
1217500000,-39.4539908331151,0,0,0
1236125000,-32.0657901936429,0,0,0
1254750000,-27.5474719973194,0,0,0
1273375000,-39.9585799283472,0,0,0
1292000000,-41.1775638048644,0,0,0
1310625000,-40.8786956842647,0,0,0
1329250000,-40.9472327201839,0,0,0
1347875000,-40.5699915301889,0,0,0
1366500000,-40.611822452314,0,0,0
1385125000,-40.6375175968989,0,0,0
1403750000,-40.7166986720492,0,0,0
1422375000,-40.4461123536003,0,0,0
1441000000,-39.8893168538572,0,0,0
1459625000,-39.9571292740759,0,0,0
1478250000,-38.9083984746781,0,0,0
1496875000,-38.969823306744,0,0,0
1515500000,-38.4818019858079,0,0,0
1534125000,-37.6001752526513,0,0,0
1552750000,-36.1776031969461,0,0,0
1571375000,-33.2901424923838,0,0,0
1590000000,-31.7053431125255,0,0,0
1608625000,-17.8114745044071,0,0,0
1627250000,-28.0986333035691,0,0,0
1645875000,-33.2668485909313,0,0,0
1664500000,-37.672529519861,0,0,0
1683125000,-40.762954389719,0,0,0
1701750000,-41.4970731726076,0,0,0
1720375000,-42.2910841212664,0,0,0
1739000000,-41.8241352314845,0,0,0
1757625000,-40.9837430337829,0,0,0
1776250000,-41.2762527057504,0,0,0
1794875000,-41.8363991968007,0,0,0
1813500000,-41.0728801115088,0,0,0
1832125000,-41.2095052074519,0,0,0
1850750000,-41.1213287496095,0,0,0
1869375000,-40.260133636421,0,0,0
1888000000,-40.2956101453582,0,0,0
1906625000,-41.0962542788904,0,0,0
1925250000,-40.5039369243817,0,0,0
1943875000,-38.8330963518394,0,0,0
1962500000,-38.6742534144304,0,0,0
1981125000,-38.7448808856938,0,0,0
1999750000,-40.6367669156379,0,0,0
2018375000,-40.2774803087521,0,0,0
2037000000,-40.0536278071732,0,0,0
2055625000,-39.3769145821407,0,0,0
2074250000,-39.0840925378512,0,0,0
2092875000,-38.3785519008465,0,0,0
2111500000,-37.6702148801002,0,0,0
2130125000,-34.2970816855349,0,0,0
2148750000,-35.3261731934876,0,0,0
2167375000,-34.1907638468273,0,0,0
2186000000,-33.6914544598267,0,0,0
2204625000,-36.5060360151428,0,0,0
2223250000,-40.1789800806741,0,0,0
2241875000,-41.8869043213268,0,0,0
2260500000,-42.6033849167546,0,0,0
2279125000,-43.2270312494631,0,0,0
2297750000,-43.4864897008187,0,0,0
2316375000,-41.8707963880852,0,0,0
2335000000,-41.0271987336337,0,0,0
2353625000,-42.0578112693275,0,0,0
2372250000,-42.3685436461637,0,0,0
2390875000,-41.7143928589198,0,0,0
2409500000,-41.6884858458817,0,0,0
2428125000,-41.9391661855214,0,0,0
2446750000,-42.1015057133911,0,0,0
2465375000,-41.7765864880884,0,0,0
2484000000,-41.5708611561948,0,0,0
2502625000,-41.631729953574,0,0,0
2521250000,-41.7733289366991,0,0,0
2539875000,-41.548050973376,0,0,0
2558500000,-41.2423728605433,0,0,0
2577125000,-40.743127479997,0,0,0
2595750000,-40.434514550168,0,0,0
2614375000,-39.910902057122,0,0,0
2633000000,-39.6513866975131,0,0,0
2651625000,-39.296206166572,0,0,0
2670250000,-38.7927113609098,0,0,0
2688875000,-38.0252625415833,0,0,0
2707500000,-36.7619643175986,0,0,0
2726125000,-36.4488277879222,0,0,0
2744750000,-37.4261733628369,0,0,0
2763375000,-39.8472562295717,0,0,0
2782000000,-41.9245088656468,0,0,0
2800625000,-43.0965374692441,0,0,0
2819250000,-44.1930906839559,0,0,0
2837875000,-43.9510872250921,0,0,0
2856500000,-43.5493319221428,0,0,0
2875125000,-43.4439880816036,0,0,0
2893750000,-43.5621783051017,0,0,0
2912375000,-43.276342087613,0,0,0
2931000000,-42.806866945236,0,0,0
2949625000,-42.4396096852255,0,0,0
2968250000,-42.3488698981559,0,0,0
2986875000,-42.0873578558376,0,0,0
3005500000,-42.5380741198576,0,0,0
3024125000,-42.6495414859411,0,0,0
3042750000,-42.2771021646485,0,0,0
3061375000,-42.3084413654132,0,0,0
3080000000,-42.6296927504619,0,0,0
3098625000,-42.1908339777457,0,0,0
3117250000,-42.5124236632249,0,0,0
3135875000,-41.6989965969439,0,0,0
3154500000,-41.3622749993055,0,0,0
3173125000,-41.3357365387217,0,0,0
3191750000,-40.7475722201222,0,0,0
3210375000,-40.5471503620013,0,0,0
3229000000,-39.8772755212607,0,0,0
3247625000,-38.8771773106146,0,0,0
3266250000,-38.6327271260598,0,0,0
3284875000,-38.7554443949013,0,0,0
3303500000,-39.2791330897145,0,0,0
3322125000,-40.3954881015559,0,0,0
3340750000,-42.2324661122434,0,0,0
3359375000,-43.344374694642,0,0,0
3378000000,-43.5863137521092,0,0,0
3396625000,-43.8119650242808,0,0,0
3415250000,-43.726414755063,0,0,0
3433875000,-43.6091577800462,0,0,0
3452500000,-43.5889216876099,0,0,0
3471125000,-42.9167557608316,0,0,0
3489750000,-42.6978489972779,0,0,0
3508375000,-42.6919367265339,0,0,0
3527000000,-42.5781929829944,0,0,0
3545625000,-42.8922067984739,0,0,0
3564250000,-43.4892995833005,0,0,0
3582875000,-43.647041210288,0,0,0
3601500000,-43.3383110619708,0,0,0
3620125000,-42.8168286546432,0,0,0
3638750000,-42.618017734682,0,0,0
3657375000,-42.0919065182048,0,0,0
3676000000,-42.3970303670942,0,0,0
3694625000,-42.0669223204986,0,0,0
3713250000,-41.9103647700546,0,0,0
3731875000,-41.6120920234107,0,0,0
3750500000,-41.3281929899121,0,0,0
3769125000,-40.9652259686978,0,0,0
3787750000,-40.7761612656459,0,0,0
3806375000,-40.0899143263633,0,0,0
3825000000,-39.5788388383607,0,0,0
3843625000,-40.0116452542072,0,0,0
3862250000,-40.646253494384,0,0,0
3880875000,-41.3300368029662,0,0,0
3899500000,-42.8112317765943,0,0,0
3918125000,-43.6524895360426,0,0,0
3936750000,-44.4058514423553,0,0,0
3955375000,-44.3090247605091,0,0,0
3974000000,-44.0477498073411,0,0,0
3992625000,-43.8697591409762,0,0,0
