NA, FW_VERSION, FW_DATE 
HP8722ES,07.66,"Jul 25, 2000"
DATE, TIME,
"21 Nov 2001 ","15:54:28",
CHAN,MEAS,FORMAT
1,S21,LOG_MAG
CHAN_START_FREQ,CHAN_STOP_FREQ,
50000000,13000000000,
POINTS, POWER, IF_BW
201,-1.076E1,3000
FREQUENCY,UNITS,
Hz,dB,
50000000,-1.543,
114750000,-3.624,
179500000,-7.055,
244250000,-10.084,
309000000,-7.321,
373750000,-6.415,
438500000,-5.173,
503250000,-2.318,
568000000,-1.053,
632750000,-1.738,
697500000,-1.722,
762250000,-1.627,
827000000,-1.125,
891750000,-1.574,
956500000,-1.535,
1021250000,-1.852,
1086000000,-1.001,
1150750000,-.845,
1215500000,-.826,
1280250000,-.887,
1345000000,-1.157,
1409750000,-1.021,
1474500000,-.744,
1539250000,-1.010,
1604000000,-1.205,
1668750000,-.962,
1733500000,-.879,
1798250000,-.963,
1863000000,-1.168,
1927750000,-1.262,
1992500000,-1.377,
2057250000,-1.325,
2122000000,-1.182,
2186750000,-1.374,
2251500000,-1.206,
2316250000,-1.053,
2381000000,-.915,
2445750000,-1.272,
2510500000,-.899,
2575250000,-.620,
2640000000,-.200,
2704750000, .665,
2769500000, 1.377,
2834250000, .640,
2899000000,-.410,
2963750000,-.904,
3028500000,-1.400,
3093250000,-1.674,
3158000000,-1.473,
3222750000,-1.653,
3287500000,-2.112,
3352250000,-1.881,
3417000000,-1.524,
3481750000,-1.934,
3546500000,-2.060,
3611250000,-1.587,
3676000000,-1.845,
3740750000,-2.094,
3805500000,-1.773,
3870250000,-1.524,
3935000000,-1.619,
3999750000,-1.513,
4064500000,-1.769,
4129250000,-1.901,
4194000000,-1.633,
4258750000,-1.761,
4323500000,-2.182,
4388250000,-1.713,
4453000000,-1.742,
4517750000,-2.210,
4582500000,-2.244,
4647250000,-1.788,
4712000000,-1.893,
4776750000,-2.097,
4841500000,-1.944,
4906250000,-1.812,
4971000000,-1.765,
5035750000,-1.816,
5100500000,-1.639,
5165250000,-1.905,
5230000000,-1.748,
5294750000,-1.769,
5359500000,-1.755,
5424250000,-1.757,
5489000000,-1.483,
5553750000,-1.784,
5618500000,-1.479,
5683250000,-1.070,
5748000000,-.870,
5812750000,-.223,
5877500000, .250,
5942250000, 1.484,
6007000000, 2.744,
6071750000, 3.277,
6136500000, 3.953,
6201250000, 2.808,
6266000000, 1.562,
6330750000, .802,
6395500000,-.049,
6460250000,-.768,
6525000000,-.845,
6589750000,-1.219,
6654500000,-1.700,
6719250000,-1.599,
6784000000,-1.748,
6848750000,-1.854,
6913500000,-2.290,
6978250000,-2.006,
7043000000,-2.084,
7107750000,-2.359,
7172500000,-2.287,
7237250000,-2.138,
7302000000,-2.489,
7366750000,-2.270,
7431500000,-2.211,
7496250000,-2.540,
7561000000,-2.561,
7625750000,-2.200,
7690500000,-2.419,
7755250000,-2.480,
7820000000,-2.221,
7884750000,-2.614,
7949500000,-2.533,
8014250000,-2.388,
8079000000,-2.639,
8143750000,-2.793,
8208500000,-2.606,
8273250000,-2.829,
8338000000,-2.792,
8402750000,-2.931,
8467500000,-2.985,
8532250000,-3.160,
8597000000,-3.389,
8661750000,-3.465,
8726500000,-3.343,
8791250000,-3.198,
8856000000,-3.497,
8920750000,-3.256,
8985500000,-3.268,
9050250000,-3.624,
9115000000,-3.359,
9179750000,-3.096,
9244500000,-3.576,
9309250000,-3.190,
9374000000,-3.117,
9438750000,-3.702,
9503500000,-3.234,
9568250000,-3.063,
9633000000,-4.038,
9697750000,-3.579,
9762500000,-2.739,
9827250000,-3.517,
9892000000,-3.118,
9956750000,-2.979,
10021500000,-4.045,
10086250000,-3.552,
10151000000,-2.729,
10215750000,-3.515,
10280500000,-3.354,
10345250000,-2.546,
10410000000,-2.612,
10474750000,-2.678,
10539500000,-4.327,
10604250000,-6.029,
10669000000,-5.327,
10733750000,-3.045,
10798500000,-2.962,
10863250000,-3.548,
10928000000,-3.243,
10992750000,-3.853,
11057500000,-5.308,
11122250000,-7.127,
11187000000,-7.675,
11251750000,-6.156,
11316500000,-3.863,
11381250000,-3.052,
11446000000,-3.369,
11510750000,-4.017,
11575500000,-6.466,
11640250000,-7.936,
11705000000,-9.388,
11769750000,-8.521,
11834500000,-6.212,
11899250000,-5.338,
11964000000,-7.086,
12028750000,-8.111,
12093500000,-8.701,
12158250000,-6.033,
12223000000,-4.046,
12287750000,-4.686,
12352500000,-3.943,
12417250000,-3.707,
12482000000,-3.933,
12546750000,-6.369,
12611500000,-8.771,
12676250000,-9.432,
12741000000,-6.355,
12805750000,-3.838,
12870500000,-3.280,
12935250000,-4.115,
13000000000,-6.005,

