NA, FW_VERSION, FW_DATE 
HP8722ES,07.66,"Jul 25, 2000"
DATE, TIME,
"21 Nov 2001 ","14:21:04",
CHAN,MEAS,FORMAT
1,S11,LOG_MAG
CHAN_START_FREQ,CHAN_STOP_FREQ,
50000000,13000000000,
POINTS, POWER, IF_BW
201,-1E1,3000
FREQUENCY,UNITS,
Hz,dB,
50000000,-.689,
114750000,-.927,
179500000,-1.773,
244250000,-3.035,
309000000,-4.448,
373750000,-5.509,
438500000,-5.837,
503250000,-6.002,
568000000,-6.666,
632750000,-7.377,
697500000,-7.493,
762250000,-8.471,
827000000,-13.088,
891750000,-21.605,
956500000,-11.576,
1021250000,-8.831,
1086000000,-9.807,
1150750000,-13.865,
1215500000,-18.122,
1280250000,-17.21,
1345000000,-17.541,
1409750000,-19.383,
1474500000,-20.063,
1539250000,-20.154,
1604000000,-19.788,
1668750000,-18.352,
1733500000,-18.375,
1798250000,-22.046,
1863000000,-22.973,
1927750000,-16.195,
1992500000,-13.354,
2057250000,-13.41,
2122000000,-15.887,
2186750000,-19.544,
2251500000,-19.57,
2316250000,-18.426,
2381000000,-19.321,
2445750000,-22.083,
2510500000,-23.804,
2575250000,-22.07,
2640000000,-20.929,
2704750000,-21.849,
2769500000,-24.455,
2834250000,-24.29,
2899000000,-21.287,
2963750000,-19.722,
3028500000,-19.288,
3093250000,-18.338,
3158000000,-16.7,
3222750000,-15.859,
3287500000,-16.53,
3352250000,-18.021,
3417000000,-17.573,
3481750000,-16.086,
3546500000,-16.365,
3611250000,-18.787,
3676000000,-19.159,
3740750000,-16.478,
3805500000,-16.139,
3870250000,-19.891,
3935000000,-32.676,
3999750000,-21.313,
4064500000,-18.45,
4129250000,-20.511,
4194000000,-22.176,
4258750000,-17.656,
4323500000,-15.781,
4388250000,-16.868,
4453000000,-18.596,
4517750000,-16.688,
4582500000,-14.685,
4647250000,-14.329,
4712000000,-14.93,
4776750000,-15.844,
4841500000,-17.556,
4906250000,-20.711,
4971000000,-22.535,
5035750000,-21.446,
5100500000,-22.243,
5165250000,-23.207,
5230000000,-19.903,
5294750000,-18.155,
5359500000,-19.706,
5424250000,-21.616,
5489000000,-17.515,
5553750000,-15.143,
5618500000,-16.087,
5683250000,-20.143,
5748000000,-19.236,
5812750000,-15.534,
5877500000,-15.061,
5942250000,-17.6,
6007000000,-21.242,
6071750000,-20.262,
6136500000,-19.941,
6201250000,-23.322,
6266000000,-24.904,
6330750000,-20.328,
6395500000,-18.834,
6460250000,-19.85,
6525000000,-20.527,
6589750000,-18.755,
6654500000,-17.464,
6719250000,-17.535,
6784000000,-18.154,
6848750000,-18.535,
6913500000,-19.105,
6978250000,-19.891,
7043000000,-19.36,
7107750000,-18.19,
7172500000,-18.483,
7237250000,-20.944,
7302000000,-22.559,
7366750000,-19.951,
7431500000,-18.839,
7496250000,-20.182,
7561000000,-20.613,
7625750000,-18.07,
7690500000,-17.195,
7755250000,-19.364,
7820000000,-22.473,
7884750000,-19.306,
7949500000,-17.287,
8014250000,-18.099,
8079000000,-19.5,
8143750000,-18.083,
8208500000,-16.663,
8273250000,-16.706,
8338000000,-17.489,
8402750000,-18.631,
8467500000,-20.619,
8532250000,-20.697,
8597000000,-17.536,
8661750000,-15.972,
8726500000,-17.213,
8791250000,-21.966,
8856000000,-24.459,
8920750000,-20.314,
8985500000,-19.909,
9050250000,-22.847,
9115000000,-23.961,
9179750000,-20.937,
9244500000,-20.272,
9309250000,-22.302,
9374000000,-23.255,
9438750000,-19.875,
9503500000,-17.91,
9568250000,-18.37,
9633000000,-20.078,
9697750000,-19.137,
9762500000,-17.447,
9827250000,-18.548,
9892000000,-23.44,
9956750000,-19.821,
10021500000,-15.029,
10086250000,-14.017,
10151000000,-15.978,
10215750000,-17.934,
10280500000,-14.985,
10345250000,-13.247,
10410000000,-14.937,
10474750000,-23.887,
10539500000,-19.303,
10604250000,-12.124,
10669000000,-10.047,
10733750000,-10.662,
10798500000,-11.824,
10863250000,-9.599,
10928000000,-6.893,
10992750000,-5.982,
11057500000,-7.165,
11122250000,-11.02,
11187000000,-17.507,
11251750000,-14.146,
11316500000,-10.963,
11381250000,-10.308,
11446000000,-9.234,
11510750000,-6.557,
11575500000,-4.606,
11640250000,-4.439,
11705000000,-6.423,
11769750000,-11.367,
11834500000,-15.706,
11899250000,-10.462,
11964000000,-7.734,
12028750000,-7.050,
12093500000,-7.565,
12158250000,-9.015,
12223000000,-11.381,
12287750000,-14.454,
12352500000,-16.791,
12417250000,-15.999,
12482000000,-12.795,
12546750000,-9.156,
12611500000,-6.410,
12676250000,-5.459,
12741000000,-6.841,
12805750000,-11.262,
12870500000,-21.17,
12935250000,-14.337,
13000000000,-8.268,

