Freq,Trace1,Trace2,Trace3,Trace4
100000000,-74.2578582508715,0,0,0
118625000,-73.9745359606603,0,0,0
137250000,-73.9134812262476,0,0,0
155875000,-73.8309178938518,0,0,0
174500000,-73.3690648008554,0,0,0
193125000,-73.1525083840177,0,0,0
211750000,-73.039769936112,0,0,0
230375000,-72.4339179771225,0,0,0
249000000,-71.9552251488652,0,0,0
267625000,-71.0610765069838,0,0,0
286250000,-70.8659216281901,0,0,0
304875000,-68.8210319491101,0,0,0
323500000,-66.9205467002436,0,0,0
342125000,-65.5741794946882,0,0,0
360750000,-67.2548844910701,0,0,0
379375000,-66.3638368281484,0,0,0
398000000,-59.243299716008,0,0,0
416625000,-59.1653725692178,0,0,0
435250000,-53.0328064818189,0,0,0
453875000,-47.9538364750342,0,0,0
472500000,-52.2744014793757,0,0,0
491125000,-55.8093431051773,0,0,0
509750000,-53.1450540749341,0,0,0
528375000,-46.7700872251439,0,0,0
547000000,-48.5747191973162,0,0,0
565625000,-49.7478315395938,0,0,0
584250000,-48.4565223921703,0,0,0
602875000,-45.1876629657102,0,0,0
621500000,-42.9860466393891,0,0,0
640125000,-37.5942226603155,0,0,0
658750000,-39.8413350814463,0,0,0
677375000,-36.2640856959424,0,0,0
696000000,-35.2046297644514,0,0,0
714625000,-39.529033098542,0,0,0
733250000,-32.2826489576594,0,0,0
751875000,-34.1832675913967,0,0,0
770500000,-33.6661351930467,0,0,0
789125000,-31.586970943919,0,0,0
807750000,-31.7121565240433,0,0,0
826375000,-32.181381574731,0,0,0
845000000,-30.1682088217157,0,0,0
863625000,-29.6290399205932,0,0,0
882250000,-31.1509042642047,0,0,0
900875000,-32.9728600378963,0,0,0
919500000,-30.7136301403572,0,0,0
938125000,-32.4771713205826,0,0,0
956750000,-30.6862424273326,0,0,0
975375000,-30.1883812545516,0,0,0
994000000,-29.7167639954729,0,0,0
1012625000,-30.1046837706785,0,0,0
1031250000,-30.28670140016,0,0,0
1049875000,-29.8125592144194,0,0,0
1068500000,-28.5253920484642,0,0,0
1087125000,-26.0580903428861,0,0,0
1105750000,-24.5461034538405,0,0,0
1124375000,-28.3247827940607,0,0,0
1143000000,-36.3300021536017,0,0,0
1161625000,-35.2537116735802,0,0,0
1180250000,-34.7635048756836,0,0,0
1198875000,-34.0056933388052,0,0,0
1217500000,-33.7729326101997,0,0,0
1236125000,-34.254347380394,0,0,0
1254750000,-33.454888822373,0,0,0
1273375000,-33.5403628169796,0,0,0
1292000000,-32.9988423618706,0,0,0
1310625000,-32.1391605487024,0,0,0
1329250000,-31.4631377824981,0,0,0
1347875000,-31.7183315804342,0,0,0
1366500000,-31.947219015232,0,0,0
1385125000,-31.5593255284949,0,0,0
1403750000,-31.3613276849219,0,0,0
1422375000,-32.1284473733257,0,0,0
1441000000,-30.7970337824833,0,0,0
1459625000,-31.3148075924445,0,0,0
1478250000,-31.4210260150456,0,0,0
1496875000,-30.9821889540393,0,0,0
1515500000,-31.5306781358223,0,0,0
1534125000,-30.6558645549816,0,0,0
1552750000,-29.9284763333093,0,0,0
1571375000,-30.9901706564446,0,0,0
1590000000,-30.4900013377526,0,0,0
1608625000,-29.8686881779345,0,0,0
1627250000,-29.0899596646037,0,0,0
1645875000,-27.204708608956,0,0,0
1664500000,-26.8521719245733,0,0,0
1683125000,-29.4275864219435,0,0,0
1701750000,-35.7680636762503,0,0,0
1720375000,-36.9636047176025,0,0,0
1739000000,-35.8670241558421,0,0,0
1757625000,-35.506033184969,0,0,0
1776250000,-35.1846771027212,0,0,0
1794875000,-33.7513916922826,0,0,0
1813500000,-34.0627072415812,0,0,0
1832125000,-34.1228250570205,0,0,0
1850750000,-33.7785984844851,0,0,0
1869375000,-32.936794327607,0,0,0
1888000000,-32.494625122103,0,0,0
1906625000,-32.6349705312606,0,0,0
1925250000,-32.0985624386251,0,0,0
1943875000,-31.7787302948578,0,0,0
1962500000,-32.4524547753785,0,0,0
1981125000,-31.8513736679242,0,0,0
1999750000,-31.7910850548201,0,0,0
2018375000,-32.2285885211479,0,0,0
2037000000,-31.9796078805718,0,0,0
2055625000,-31.5242007959247,0,0,0
