0.050000	15.454545
0.075532	10.454545
0.101064	7.619048
0.126596	2.380952
0.152128	0.238095
0.177660	4.523810
0.203191	14.318182
0.228723	30.697674
0.254255	41.190476
0.279787	45.238095
0.305319	49.523810
0.330851	51.860465
0.356383	52.790698
0.432979	52.790698
0.509574	53.255814
0.560638	53.953488
0.739362	53.953488
0.892553	53.255814
0.943617	53.488372
0.969149	53.488372
0.994681	53.255814
1.045745	53.488372
1.096809	53.488372
1.122340	53.255814
1.147872	53.255814
1.198936	53.488372
1.275532	53.488372
1.352128	53.720930
1.632979	53.720930
1.811702	53.488372
1.990426	53.023256
2.092553	52.325581
2.245745	51.395349
2.296809	50.697674
2.322340	50.465116
2.347872	50.465116
2.424468	50.930233
2.450000	51.162791
2.552128	51.162791
2.577660	50.930233
2.603191	50.697674
2.654255	50.930233
2.705319	51.395349
2.756383	52.093023
2.807447	52.558140
2.832979	52.558140
2.858511	52.325581
2.935106	52.558140
2.986170	52.325581
3.011702	52.558140
3.164894	52.558140
3.292553	53.488372
3.394681	53.720930
3.496809	53.720930
3.547872	53.488372
3.573404	53.720930
3.598936	53.720930
3.650000	53.488372
3.702174	53.720930
3.858696	53.720930
3.936957	53.255814
4.015217	52.558140
4.093478	51.860465
4.171739	50.465116
4.223913	50.465116
4.276087	49.285714
4.380435	48.809524
4.432609	48.095238
4.563043	48.095238
4.589130	48.333333
4.745652	48.333333
4.874490	49.285714
4.996939	50.000000
5.045918	50.232558
5.094898	50.232558
5.168367	50.697674
5.192857	50.465116
5.266327	50.930233
5.315306	50.697674
5.388776	50.697674
5.486735	51.162791
5.584694	52.093023
5.658163	52.325581
5.854082	52.325581
5.878571	52.558140
5.927551	52.558140
5.952041	52.325581
6.290000	52.325581
6.396667	51.860465
6.503333	51.860465
6.530000	51.627907
6.663333	51.627907
6.690000	51.395349
6.743333	51.627907
6.850000	51.627907
6.903333	51.395349
6.930000	51.627907
7.196667	51.627907
7.223333	51.395349
7.250000	51.162791
7.275532	51.395349
7.352128	51.627907
7.377660	51.395349
7.428723	51.627907
7.454255	51.860465
7.556383	52.325581
7.607447	52.093023
7.735106	52.790698
7.837234	53.255814
7.888298	53.255814
7.939362	53.023256
7.964894	53.255814
8.041489	53.255814
8.067021	53.488372
8.169149	53.488372
8.194681	53.720930
8.245745	53.720930
8.271277	53.488372
8.296809	53.488372
8.322340	53.720930
8.475532	53.720930
8.526596	53.255814
8.603191	53.255814
8.679787	52.790698
8.756383	52.790698
8.781915	53.023256
8.935106	53.023256
9.037234	52.558140
9.088298	52.790698
9.113830	52.558140
9.215957	52.325581
9.267021	52.325581
9.394681	51.395349
9.598936	49.761905
9.675532	48.095238
9.752128	46.190476
9.803191	45.238095
9.828723	45.238095
9.879787	46.190476
9.956383	46.904762
10.032979	46.904762
10.084043	47.142857
10.135106	47.619048
10.186170	48.333333
10.262766	48.333333
10.313830	47.380952
10.364894	46.666667
10.492553	46.666667
10.569149	47.619048
10.620213	47.857143
10.671277	47.380952
10.747872	46.190476
10.875532	44.523810
10.926596	43.095238
11.028723	38.604651
11.054255	36.744186
11.130851	34.186047
11.181915	31.627907
11.232979	27.560976
11.284043	24.878049
11.360638	25.365854
11.386170	25.365854
11.462766	23.658537
11.513830	23.170732
11.564894	23.902439
11.615957	24.390244
11.692553	23.658537
11.769149	22.195122
11.794681	22.195122
11.845745	21.219512
11.896809	20.731707
11.973404	18.863636
12.024468	18.636364
12.024468	18.636364
