Trace
Swept SA
A.16.17,N9010A
1525500000,-68.5301292818236
1531200000,-66.2927483374513
1536900000,-73.1618801439766
1542600000,-70.0469027639387
1548300000,-64.001108959379
1554000000,-69.6283357061961
1559700000,-61.6546301180158
1565400000,-65.4936801193316
1571100000,-64.2043469102984
1576800000,-71.4322195103018
1582500000,-68.6012826192346
1588200000,-65.7365679907552
1593900000,-64.9370445924305
1599600000,-66.2741602692998
1605300000,-64.9547680119249
1611000000,-64.5629856028192
1616700000,-65.3913665124973
1622400000,-67.2364306956147
1628100000,-62.9310462856393
1633800000,-65.5774298602694
1639500000,-66.1719995224414
1645200000,-67.3550569003814
1650900000,-64.7441755326633
1656600000,-66.5596593169456
1662300000,-69.9308899015565
1668000000,-70.872508951892
1673700000,-73.1223584581621
1679400000,-70.8789696761405
1685100000,-67.8066431346266
1690800000,-70.7200059492313
1696500000,-67.7679518212541
1702200000,-68.9266727625073
1707900000,-72.3626658483066
1713600000,-73.6464525487032
1719300000,-64.3686837944166
1725000000,-74.0394158453075
1730700000,-71.5837825611072
1736400000,-71.62893447295
1742100000,-74.9805608526562
1747800000,-67.2662238147367
1753500000,-73.6965234505357
1759200000,-71.6790050842038
1764900000,-69.513116071359
1770600000,-74.500545014734
1776300000,-76.2432523099715
1782000000,-72.3431245367166
1787700000,-75.7920759726273
1793400000,-77.5885245884744
1799100000,-73.6274544240387
1804800000,-72.8065995631078
1810500000,-71.1884419275492
1816200000,-73.5735697828702
1821900000,-71.1823692350204
1827600000,-78.672468836424
1833300000,-80.4805086880011
1839000000,-72.2503940478226
1844700000,-73.4310140668994
1850400000,-68.0179045898534
1856100000,-72.3130462308426
1861800000,-66.505151471787
1867500000,-74.7218659016952
1873200000,-63.1790158829187
1878900000,-66.2043286922834
1884600000,-80.535093486493
1890300000,-70.5247938483506
1896000000,-79.6108292730331
1901700000,-73.625210182036
1907400000,-79.4865740353588
1913100000,-80.5488996962216
1918800000,-66.3356716455648
1924500000,-80.2041249407355
1930200000,-70.7886279712144
1935900000,-71.0963732811546
1941600000,-77.6519082984735
1947300000,-76.3237250301688
1953000000,-79.0425438137685
1958700000,-74.6733320536252
1964400000,-79.5399530455105
1970100000,-79.6852831425973
1975800000,-83.4912351125982
1981500000,-75.0538146992516
1987200000,-78.6520712501598
1992900000,-78.0037538181463
1998600000,-53.5152441423314
