Frequency,Tuning,L,MW_On,MW_Off,TatmTcmb_On,TatmTcmb_Off,AtmosAtten_On,Tau,Tatm,ElevOff,ApEff,BeamEff,TSpill_Off,P_On_x_1,P_Off_x_1,P_On_y_1,P_Off_y_1,TSYSdivEta_x_1,TSYSdivEta_y_1,SEFD_x_1,SEFD_y_1,TRCVR_x_1,TRCVR_y_1
1.49400,1,0.0428,0.552,0.338,6.065,6.106,0.9880,0.00958,255.02,44.64,0.5796239999999999,0.7361224799999999,1.77,1.490318,1.247446,0.5833173,0.4847034,51.05,48.86,4823.79,4616.17,21.38,20.10
1.49450,1,0.0429,0.552,0.337,6.065,6.106,0.9880,0.00958,255.02,44.64,0.579622,0.73611994,1.77,1.497932,1.252108,0.5974172,0.4978567,50.75,49.82,4795.09,4707.56,21.20,20.67
1.49500,1,0.0429,0.551,0.337,6.065,6.106,0.9880,0.00958,255.02,44.64,0.5796199999999999,0.7361173999999999,1.77,1.506475,1.259215,0.6154442,0.513744,50.74,50.33,4793.82,4755.11,21.19,20.96
1.49550,1,0.0429,0.551,0.337,6.065,6.106,0.9880,0.00958,255.02,44.64,0.579618,0.7361148599999999,1.77,1.518891,1.268335,0.6345643,0.5311076,50.43,51.14,4765.02,4832.36,21.02,21.43
1.49600,1,0.0430,0.550,0.337,6.065,6.106,0.9880,0.00958,255.02,44.64,0.5796159999999999,0.7361123199999999,1.77,1.534906,1.280741,0.6555179,0.5503505,50.31,52.25,4753.65,4936.73,20.95,22.07
1.49650,1,0.0430,0.550,0.336,6.065,6.106,0.9880,0.00958,255.02,44.64,0.579614,0.7361097799999999,1.77,1.552115,1.295525,0.6777061,0.5711373,50.42,53.51,4763.55,5056.33,21.01,22.81
1.49700,1,0.0430,0.549,0.336,6.065,6.106,0.9880,0.00958,255.02,44.64,0.5796119999999999,0.7361072399999999,1.77,1.574796,1.315015,0.7016704,0.5933121,50.54,54.67,4775.34,5165.38,21.08,23.47
1.49750,1,0.0430,0.549,0.336,6.065,6.106,0.9880,0.00958,255.02,44.64,0.57961,0.7361047,1.77,1.60088,1.338757,0.7272786,0.6162929,50.99,55.44,4818.12,5238.43,21.34,23.92
1.49800,1,0.0431,0.548,0.336,6.065,6.106,0.9880,0.00958,255.02,44.64,0.579608,0.7361021600000001,1.77,1.629803,1.364259,0.7517753,0.6404734,51.41,57.58,4857.20,5440.31,21.58,25.16
1.49850,1,0.0431,0.548,0.335,6.065,6.106,0.9880,0.00958,255.02,44.64,0.579606,0.73609962,1.77,1.665137,1.394949,0.7778442,0.6646801,51.67,58.78,4881.59,5553.58,21.73,25.86
1.49900,1,0.0431,0.547,0.335,6.065,6.106,0.9880,0.00958,255.02,44.64,0.579604,0.7360970800000001,1.77,1.703175,1.432214,0.8019644,0.6890087,52.89,61.04,4997.20,5766.89,22.44,27.17
1.49950,1,0.0432,0.547,0.335,6.065,6.106,0.9880,0.00958,255.02,44.64,0.579602,0.73609454,1.77,1.747497,1.470791,0.8251553,0.7099243,53.31,61.79,5036.66,5837.85,22.69,27.60
1.50000,1,0.0432,0.546,0.334,6.065,6.106,0.9880,0.00958,255.02,44.64,0.5796,0.736092,1.77,1.846149,1.559419,0.9037904,0.7888247,54.54,68.81,5153.47,6501.64,23.40,31.67
1.50050,1,0.0432,0.546,0.334,6.065,6.106,0.9880,0.00958,255.02,44.64,0.579598,0.73608946,1.77,1.843224,1.557318,0.8606221,0.7433653,54.63,63.58,5161.36,6007.24,23.45,28.64
1.50100,1,0.0432,0.545,0.334,6.065,6.106,0.9880,0.00958,255.02,44.64,0.579596,0.73608692,1.77,1.89579,1.608046,0.8774986,0.7596864,56.04,64.66,5294.92,6109.58,24.27,29.27
1.50150,1,0.0433,0.545,0.334,6.065,6.106,0.9880,0.00958,255.02,44.64,0.5795939999999999,0.73608438,1.77,1.946074,1.659092,0.888224,0.7698324,58.10,65.35,5489.92,6174.84,25.47,29.67
1.50200,1,0.0433,0.544,0.333,6.065,6.106,0.9880,0.00958,255.02,44.64,0.579592,0.73608184,1.77,2.002441,1.709942,0.895797,0.7781676,58.75,66.49,5551.46,6282.14,25.84,30.33
1.50250,1,0.0433,0.544,0.333,6.065,6.106,0.9880,0.00958,255.02,44.64,0.5795899999999999,0.7360792999999999,1.77,2.056946,1.765909,0.9020889,0.7819402,60.98,65.41,5761.96,6180.23,27.14,29.70
1.50300,1,0.0434,0.543,0.333,6.065,6.106,0.9880,0.00958,255.02,44.64,0.579588,0.73607676,1.77,2.111289,1.820359,0.9055171,0.7855822,63.02,65.97,5954.65,6233.53,28.32,30.03
1.50350,1,0.0434,0.543,0.332,6.065,6.106,0.9880,0.00958,255.02,44.64,0.5795859999999999,0.7360742199999999,1.77,2.165855,1.873423,0.9062683,0.7879398,64.53,67.08,6097.36,6337.74,29.19,30.67
1.50400,1,0.0434,0.542,0.332,6.065,6.106,0.9880,0.00958,255.02,44.64,0.579584,0.73607168,1.77,2.222612,1.927957,0.9072405,0.7876125,65.90,66.31,6226.89,6265.67,29.99,30.23
1.50450,1,0.0434,0.542,0.332,6.065,6.106,0.9880,0.00958,255.02,44.64,0.5795819999999999,0.7360691399999999,1.77,2.274941,1.981613,0.9080709,0.7874629,68.04,65.76,6429.14,6213.58,31.23,29.91
1.50500,1,0.0435,0.541,0.332,6.064,6.106,0.9880,0.00958,255.02,44.64,0.57958,0.7360666,1.77,2.327838,2.033463,0.9075801,0.7874088,69.73,66.14,6588.08,6249.18,32.20,30.13
1.50550,1,0.0435,0.541,0.331,6.064,6.106,0.9880,0.00958,255.02,44.64,0.5795779999999999,0.7360640599999999,1.77,2.377108,2.082577,0.9056744,0.7849205,71.38,65.62,6744.30,6199.99,33.16,29.82
1.50600,1,0.0435,0.541,0.331,6.064,6.106,0.9880,0.00958,255.02,44.64,0.579576,0.73606152,1.77,2.422305,2.129832,0.9050506,0.7838224,73.51,65.27,6945.86,6167.09,34.40,29.62
1.50650,1,0.0436,0.540,0.331,6.064,6.106,0.9880,0.00958,255.02,44.64,0.5795739999999999,0.7360589799999999,1.77,2.463955,2.17358,0.9046861,0.7835873,75.73,65.46,7155.11,6185.11,35.68,29.73
1.50700,1,0.0436,0.540,0.330,6.064,6.106,0.9880,0.00958,255.02,44.64,0.579572,0.73605644,1.77,2.502481,2.211512,0.9074773,0.784972,76.90,64.83,7265.84,6125.51,36.36,29.37
1.50750,1,0.0436,0.539,0.330,6.064,6.106,0.9880,0.00958,255.02,44.64,0.5795699999999999,0.7360538999999999,1.77,2.536366,2.244089,0.9117039,0.7879065,77.68,64.39,7339.15,6083.64,36.81,29.11
1.50800,1,0.0436,0.539,0.330,6.064,6.106,0.9880,0.00958,255.02,44.64,0.579568,0.7360513599999999,1.77,2.568715,2.27579,0.9184703,0.7940619,78.60,64.57,7426.36,6101.05,37.35,29.22
1.50850,1,0.0437,0.538,0.330,6.064,6.106,0.9880,0.00958,255.02,44.64,0.5795659999999999,0.7360488199999999,1.77,2.593148,2.303325,0.9278708,0.8014123,80.57,64.25,7612.97,6070.71,38.49,29.03
1.50900,1,0.0437,0.538,0.329,6.064,6.106,0.9880,0.00958,255.02,44.64,0.579564,0.7360462799999999,1.77,2.613545,2.32568,0.9374054,0.8096521,81.92,64.26,7739.91,6071.57,39.27,29.04
1.50950,1,0.0437,0.537,0.329,6.064,6.106,0.9880,0.00958,255.02,44.64,0.5795619999999999,0.73604374,1.77,2.63183,2.34004,0.9497125,0.820369,81.31,64.30,7682.18,6075.70,38.92,29.06
1.51000,1,0.0438,0.537,0.329,6.064,6.106,0.9880,0.00958,255.03,44.64,0.57956,0.7360412,1.77,2.649137,2.358442,0.9645312,0.8326701,82.44,64.16,7789.18,6062.62,39.57,28.98
1.51050,1,0.0438,0.536,0.329,6.064,6.106,0.9880,0.00958,255.03,44.64,0.5795579999999999,0.7360386599999998,1.77,2.667968,2.373331,0.9814884,0.8473447,81.84,64.18,7732.72,6063.89,39.23,28.99
1.51100,1,0.0438,0.536,0.328,6.064,6.106,0.9880,0.00958,255.03,44.64,0.579556,0.73603612,1.77,2.684145,2.390077,0.999587,0.8628398,82.59,64.11,7803.12,6057.81,39.66,28.95
1.51150,1,0.0438,0.535,0.328,6.064,6.106,0.9880,0.00958,255.03,44.64,0.579554,0.7360335800000001,1.77,2.700252,2.407284,1.018801,0.8793553,83.48,64.07,7888.03,6053.70,40.18,28.93
1.51200,1,0.0439,0.535,0.328,6.064,6.106,0.9880,0.00958,255.03,44.64,0.579552,0.73603104,1.77,2.719377,2.421849,1.03973,0.8973749,82.89,64.19,7831.61,6065.02,39.83,29.00
1.51250,1,0.0439,0.534,0.327,6.064,6.106,0.9880,0.00958,255.03,44.64,0.57955,0.7360285,1.77,2.738411,2.437629,1.060377,0.9157497,82.52,64.48,7797.36,6091.98,39.62,29.16
1.51300,1,0.0439,0.534,0.327,6.064,6.106,0.9880,0.00958,255.03,44.64,0.579548,0.73602596,1.77,2.757674,2.450969,1.080647,0.935321,81.37,65.54,7688.62,6192.26,38.96,29.78
1.51350,1,0.0440,0.534,0.327,6.064,6.106,0.9880,0.00958,255.03,44.64,0.579546,0.73602342,1.77,2.777929,2.466049,1.10306,0.9535962,80.70,65.11,7624.54,6152.17,38.56,29.53
1.51400,1,0.0440,0.533,0.327,6.064,6.106,0.9880,0.00959,255.03,44.64,0.579544,0.73602088,1.77,2.798604,2.482662,1.123287,0.9730455,80.19,66.09,7576.48,6244.54,38.27,30.10
1.51450,1,0.0440,0.533,0.326,6.064,6.106,0.9880,0.00959,255.03,44.64,0.579542,0.73601834,1.77,2.817899,2.498145,1.142859,0.9905399,79.73,66.37,7533.58,6270.72,38.01,30.26
1.51500,1,0.0440,0.532,0.326,6.064,6.106,0.9880,0.00959,255.03,44.64,0.5795399999999999,0.7360157999999999,1.77,2.836484,2.5119,1.15854,1.005637,78.97,67.11,7461.61,6341.36,37.57,30.69
1.51550,1,0.0441,0.532,0.326,6.064,6.106,0.9880,0.00959,255.03,44.64,0.579538,0.73601326,1.77,2.855557,2.523467,1.173454,1.020814,77.71,68.40,7342.86,6462.51,36.84,31.44
1.51600,1,0.0441,0.531,0.326,6.064,6.132,0.9880,0.00959,255.03,44.64,0.5795359999999999,0.7360107199999999,1.77,2.867149,2.535258,1.187149,1.035496,78.12,69.83,7380.87,6597.48,37.04,32.24
1.51650,1,0.0441,0.531,0.325,6.064,6.132,0.9880,0.00959,255.03,44.64,0.579534,0.73600818,1.77,2.879262,2.540017,1.197826,1.046766,76.57,70.87,7235.13,6696.12,36.15,32.84
1.51700,1,0.0442,0.530,0.325,6.063,6.132,0.9880,0.00959,255.03,44.64,0.5795319999999999,0.7360056399999999,1.77,2.884304,2.541991,1.206701,1.05534,76.11,71.46,7191.10,6751.86,35.88,33.19
1.51750,1,0.0442,0.530,0.325,6.063,6.132,0.9880,0.00959,255.03,44.64,0.57953,0.7360031,1.77,2.887415,2.541781,1.212916,1.063758,75.37,73.09,7121.42,6906.23,35.45,34.13
1.51800,1,0.0442,0.529,0.325,6.063,6.132,0.9880,0.00959,255.03,44.64,0.5795279999999999,0.7360005599999999,1.77,2.890631,2.55007,1.221404,1.074015,76.74,74.68,7250.36,7055.82,36.24,35.05
1.51850,1,0.0442,0.529,0.324,6.063,6.132,0.9880,0.00959,255.03,44.64,0.579526,0.73599802,1.77,2.89765,2.548472,1.229062,1.082074,74.80,75.45,7067.69,7128.85,35.12,35.50
1.51900,1,0.0443,0.529,0.324,6.063,6.132,0.9880,0.00959,255.03,44.64,0.5795239999999999,0.7359954799999999,1.77,2.861139,2.507229,1.22096,1.075149,72.77,75.74,6875.55,7156.24,33.95,35.67
1.51950,1,0.0443,0.528,0.324,6.063,6.132,0.9880,0.00959,255.03,44.64,0.579522,0.73599294,1.77,2.823347,2.475179,1.215423,1.072606,73.02,77.14,6898.93,7288.27,34.09,36.48
1.52000,1,0.0443,0.528,0.323,6.063,6.132,0.9880,0.00959,255.03,44.64,0.5795199999999999,0.7359903999999999,1.77,2.801168,2.453502,1.218012,1.074689,72.49,77.02,6849.06,7277.35,33.78,36.41
1.52050,1,0.0443,0.527,0.323,6.063,6.132,0.9880,0.00959,255.03,44.64,0.579518,0.7359878599999999,1.77,2.749936,2.407009,1.207983,1.065212,72.09,76.63,6811.46,7240.36,33.55,36.18
1.52100,1,0.0444,0.527,0.323,6.063,6.132,0.9880,0.00959,255.03,44.64,0.5795159999999999,0.7359853199999999,1.77,2.708879,2.367805,1.20351,1.06155,71.46,76.97,6751.83,7272.75,33.19,36.38
1.52150,1,0.0444,0.526,0.323,6.063,6.132,0.9880,0.00959,255.03,44.64,0.579514,0.73598278,1.77,2.660925,2.322338,1.197093,1.056476,70.60,77.33,6670.17,7306.40,32.69,36.59
1.52200,1,0.0444,0.526,0.322,6.063,6.132,0.9880,0.00959,255.03,44.64,0.5795119999999999,0.73598024,1.77,2.609837,2.276585,1.193403,1.050496,70.32,75.67,6644.09,7149.32,32.53,35.63
1.52250,1,0.0445,0.525,0.322,6.063,6.132,0.9880,0.00959,255.03,44.64,0.57951,0.7359777,1.77,2.554397,2.224762,1.187513,1.046128,69.62,76.32,6577.94,7211.43,32.12,36.01
1.52300,1,0.0445,0.525,0.322,6.063,6.132,0.9880,0.00959,255.03,44.64,0.5795079999999999,0.7359751599999999,1.77,2.49731,2.173123,1.183718,1.041736,69.15,75.68,6533.24,7150.96,31.85,35.64
1.52350,1,0.0445,0.524,0.322,6.063,6.132,0.9880,0.00959,255.03,44.64,0.579506,0.73597262,1.77,2.439792,2.122438,1.179884,1.036971,68.98,74.84,6517.61,7071.19,31.75,35.15
1.52400,1,0.0445,0.524,0.321,6.063,6.132,0.9880,0.00959,255.03,44.64,0.5795039999999999,0.7359700799999999,1.77,2.382098,2.070901,1.177589,1.034851,68.64,74.79,6485.80,7066.07,31.56,35.12
1.52450,1,0.0446,0.524,0.321,6.063,6.132,0.9880,0.00959,255.03,44.64,0.579502,0.73596754,1.77,2.32803,2.020515,1.17507,1.032328,67.92,74.77,6417.87,7064.17,31.14,35.10
1.52500,1,0.0446,0.523,0.321,6.063,6.132,0.9880,0.00959,255.03,44.64,0.5795,0.735965,1.77,2.277665,1.974255,1.174325,1.031023,67.26,74.37,6355.16,7026.99,30.75,34.88
1.52550,1,0.0446,0.523,0.321,6.063,6.132,0.9880,0.00959,255.03,44.64,0.579498,0.73596246,1.77,2.229231,1.927505,1.174857,1.028826,66.03,72.83,6239.30,6880.98,30.04,33.98
1.52600,1,0.0447,0.522,0.320,6.063,6.132,0.9880,0.00959,255.03,44.64,0.579496,0.73595992,1.77,2.189711,1.987327,1.18738,1.695414,101.73,-34.57,9611.70,-3266.56,50.73,-28.26
1.52650,1,0.0447,0.522,0.320,6.063,6.132,0.9880,0.00959,255.03,44.64,0.579494,0.73595738,1.77,2.228743,3.199592,1.342363,9.759497,-34.14,-12.01,-3225.89,-1134.93,-28.01,-15.18
1.52700,1,0.0447,0.521,0.320,6.063,6.132,0.9880,0.00959,255.04,44.64,0.579492,0.73595484,1.77,2.176148,3.002526,1.31979,8.266993,-37.64,-12.33,-3556.09,-1164.67,-30.03,-15.37
1.52750,1,0.0447,0.521,0.319,6.063,6.132,0.9880,0.00959,255.04,44.64,0.57949,0.7359522999999999,1.77,2.228147,3.626169,1.395438,10.21833,-26.87,-12.00,-2538.87,-1133.64,-23.79,-15.17
1.52800,1,0.0448,0.520,0.319,6.063,6.132,0.9880,0.00959,255.04,44.64,0.579488,0.73594976,1.77,2.108092,2.350015,1.240247,2.148662,-100.84,-24.55,-9528.19,-2320.07,-66.66,-22.45
1.52850,1,0.0448,0.520,0.319,6.063,6.132,0.9880,0.00959,255.04,44.64,0.579486,0.7359472199999999,1.77,2.090473,2.460351,1.272079,3.025545,-69.05,-17.91,-6524.62,-1692.48,-48.24,-18.60
1.52900,1,0.0448,0.520,0.319,6.063,6.132,0.9880,0.00959,255.04,44.64,0.579484,0.73594468,1.77,2.077043,2.848889,1.348887,6.073994,-38.32,-13.34,-3620.44,-1260.90,-30.43,-15.95
1.52950,1,0.0449,0.519,0.318,6.062,6.132,0.9880,0.00959,255.04,44.64,0.5794819999999999,0.7359421399999999,1.77,2.060558,2.4548,1.279139,2.839228,-64.78,-18.93,-6120.96,-1789.03,-45.76,-19.19
1.53000,1,0.0449,0.519,0.318,6.062,6.132,0.9880,0.00959,255.04,44.64,0.57948,0.7359396,1.77,2.133159,3.438652,1.379336,7.131501,-27.40,-12.90,-2589.29,-1218.75,-24.10,-15.69
1.53050,1,0.0449,0.518,0.318,6.062,6.132,0.9880,0.00959,255.04,44.64,0.5794779999999999,0.7359370599999999,1.77,2.128795,3.171371,1.375193,5.888428,-31.64,-13.57,-2989.95,-1282.44,-26.56,-16.09
1.53100,1,0.0449,0.518,0.318,6.062,6.132,0.9880,0.00959,255.04,44.64,0.579476,0.73593452,1.77,2.114948,2.867757,1.324493,3.478215,-39.63,-16.80,-3744.40,-1587.42,-31.18,-17.96
1.53150,1,0.0450,0.517,0.317,6.062,6.132,0.9880,0.00959,255.04,44.64,0.5794739999999999,0.7359319799999999,1.77,2.124013,3.335867,1.413173,6.814001,-28.70,-13.15,-2711.63,-1242.84,-24.85,-15.84
1.53200,1,0.0450,0.517,0.317,6.062,6.132,0.9880,0.00959,255.04,44.64,0.579472,0.73592944,1.77,2.047701,2.637585,1.338042,3.531984,-46.62,-16.78,-4404.66,-1585.86,-35.23,-17.95
1.53250,1,0.0450,0.516,0.317,6.062,6.132,0.9880,0.00959,255.04,44.64,0.5794699999999999,0.7359268999999999,1.77,1.968983,2.317344,1.31582,2.854227,-69.35,-19.34,-6552.27,-1827.46,-48.40,-19.43
1.53300,1,0.0451,0.516,0.317,6.062,6.132,0.9880,0.00959,255.04,44.64,0.579468,0.7359243599999999,1.77,1.97278,2.417598,1.352043,3.598826,-56.78,-16.73,-5365.10,-1581.16,-41.12,-17.92
1.53350,1,0.0451,0.516,0.316,6.062,6.132,0.9880,0.00959,255.04,44.64,0.5794659999999999,0.73592182,1.77,1.956077,2.345967,1.365874,3.65691,-62.87,-16.68,-5940.15,-1575.80,-44.65,-17.88
