Freq,Trace1,Trace2,Trace3,Trace4
100000000,-78.8753222286579,0,0,0
114875000,-78.811734837556,0,0,0
129750000,-77.8402919594664,0,0,0
144625000,-78.0657040155814,0,0,0
159500000,-77.98604006517,0,0,0
174375000,-77.7480491349791,0,0,0
189250000,-77.3755942326643,0,0,0
204125000,-77.4300644983629,0,0,0
219000000,-77.049659419302,0,0,0
233875000,-76.6687597396242,0,0,0
248750000,-76.4251910985114,0,0,0
263625000,-76.3728191173634,0,0,0
278500000,-76.3756797925516,0,0,0
293375000,-76.2723134586804,0,0,0
308250000,-76.2081327602304,0,0,0
323125000,-73.0511722997235,0,0,0
338000000,-69.3002947911039,0,0,0
352875000,-74.8131053455046,0,0,0
367750000,-72.061029211866,0,0,0
382625000,-70.0324919832135,0,0,0
397500000,-69.3704296132241,0,0,0
412375000,-69.2785373740077,0,0,0
427250000,-62.7638636941139,0,0,0
442125000,-56.9077151673529,0,0,0
457000000,-43.864180138435,0,0,0
471875000,-45.7469014004371,0,0,0
486750000,-54.4911693698102,0,0,0
501625000,-57.1473859510692,0,0,0
516500000,-60.8869110541812,0,0,0
531375000,-61.5417532295705,0,0,0
546250000,-61.8094084921058,0,0,0
561125000,-56.5337409011596,0,0,0
576000000,-50.2493914487943,0,0,0
590875000,-53.9298389119777,0,0,0
605750000,-54.647109219955,0,0,0
620625000,-50.7586722818882,0,0,0
635500000,-50.3861787089416,0,0,0
650375000,-48.5242556311198,0,0,0
665250000,-37.3798474695476,0,0,0
680125000,-31.1333513192626,0,0,0
695000000,-44.2694775624701,0,0,0
709875000,-44.1001885363597,0,0,0
724750000,-43.668590019798,0,0,0
739625000,-34.5773185535399,0,0,0
754500000,-32.5583316902455,0,0,0
769375000,-27.8965421094444,0,0,0
784250000,-38.5598337595904,0,0,0
799125000,-43.0753645042885,0,0,0
814000000,-38.751733299598,0,0,0
828875000,-32.1494468743716,0,0,0
843750000,-32.2470810118767,0,0,0
858625000,-40.5525786270953,0,0,0
873500000,-32.8975525307742,0,0,0
888375000,-33.2308798355785,0,0,0
903250000,-36.0253565136241,0,0,0
918125000,-37.6691411591,0,0,0
933000000,-37.9432770383142,0,0,0
947875000,-39.2279580126598,0,0,0
962750000,-39.0390197053035,0,0,0
977625000,-40.1023507393356,0,0,0
992500000,-38.8013519814201,0,0,0
1007375000,-39.9583088459941,0,0,0
1022250000,-40.9882748263021,0,0,0
1037125000,-40.8025956641639,0,0,0
1052000000,-40.9515960897415,0,0,0
1066875000,-41.077993642586,0,0,0
1081750000,-41.6958765244314,0,0,0
1096625000,-41.4515691660532,0,0,0
1111500000,-40.1071572511543,0,0,0
1126375000,-40.2967298118806,0,0,0
1141250000,-41.3435420278396,0,0,0
1156125000,-41.4625665585883,0,0,0
1171000000,-39.225013059051,0,0,0
1185875000,-40.0774213562549,0,0,0
1200750000,-38.751782073645,0,0,0
1215625000,-39.1052577433468,0,0,0
1230500000,-39.9062185535774,0,0,0
1245375000,-39.4191522660119,0,0,0
1260250000,-37.7424858141121,0,0,0
1275125000,-38.2709257747929,0,0,0
1290000000,-39.1221686410725,0,0,0
1304875000,-39.3519174028371,0,0,0
1319750000,-41.3022819374915,0,0,0
1334625000,-40.5281014546056,0,0,0
1349500000,-40.2821788136361,0,0,0
1364375000,-41.1559320436463,0,0,0
1379250000,-40.4656252946799,0,0,0
1394125000,-39.4394394284966,0,0,0
1409000000,-40.0700089514522,0,0,0
1423875000,-40.7453733920298,0,0,0
1438750000,-40.055854861419,0,0,0
1453625000,-39.6881837639917,0,0,0
1468500000,-40.5368309462112,0,0,0
1483375000,-41.204274400372,0,0,0
1498250000,-40.725531304212,0,0,0
1513125000,-40.7091775624786,0,0,0
1528000000,-41.2528637439476,0,0,0
1542875000,-40.3780625888167,0,0,0
1557750000,-38.0588092885519,0,0,0
1572625000,-37.8597673662936,0,0,0
1587500000,-40.772004649837,0,0,0
1602375000,-41.1258726758887,0,0,0
1617250000,-40.3924313335043,0,0,0
1632125000,-40.4590346598966,0,0,0
1647000000,-41.293182604659,0,0,0
1661875000,-40.9162057388459,0,0,0
1676750000,-41.1516716719191,0,0,0
1691625000,-41.7431459510156,0,0,0
1706500000,-42.5188747548039,0,0,0
1721375000,-41.6635214345033,0,0,0
1736250000,-41.1960994252792,0,0,0
1751125000,-41.2028368717724,0,0,0
1766000000,-41.3724112719633,0,0,0
1780875000,-41.0486403848191,0,0,0
1795750000,-40.7194730152317,0,0,0
1810625000,-40.8457494447116,0,0,0
1825500000,-40.7908229849567,0,0,0
1840375000,-41.8236292887142,0,0,0
1855250000,-40.3942728690966,0,0,0
1870125000,-39.8012911901152,0,0,0
1885000000,-39.6296541151653,0,0,0
1899875000,-41.2074801940736,0,0,0
1914750000,-40.8903705948637,0,0,0
1929625000,-40.8534136154893,0,0,0
1944500000,-41.1032383570224,0,0,0
1959375000,-40.6834004613995,0,0,0
1974250000,-41.5847908983658,0,0,0
1989125000,-40.9353786521761,0,0,0
2004000000,-40.8336768770245,0,0,0
