Frequency,Tuning,L,MW_On,MW_Off,TatmTcmb_On,TatmTcmb_Off,AtmosAtten_On,Tau,Tatm,ElevOff,ApEff,BeamEff,TSpill_Off,P_On_x_1,P_Off_x_1,P_On_y_1,P_Off_y_1,TSYSdivEta_x_1,TSYSdivEta_y_1,SEFD_x_1,SEFD_y_1,TRCVR_x_1,TRCVR_y_1
6.03163,8,0.5057,0.017,0.017,4.983,5.741,0.9885,0.01008,269.49,61.26,0.56147348,0.7130713195999999,2.72,3.987133e-07,2.131e-07,3.299955e-07,1.827185e-07,132.00,142.64,12471.96,13477.46,65.64,71.61
6.03188,8,0.5058,0.017,0.017,4.983,5.741,0.9885,0.01008,269.49,61.26,0.5614724799999999,0.7130700496,2.72,3.99692e-07,2.133744e-07,3.303641e-07,1.830557e-07,131.70,142.90,12443.27,13502.12,65.47,71.76
6.03212,8,0.5058,0.017,0.017,4.983,5.741,0.9885,0.01008,269.49,61.26,0.56147152,0.7130688304,2.72,4.003725e-07,2.138196e-07,3.307571e-07,1.831408e-07,131.80,142.67,12453.51,13480.22,65.53,71.63
6.03238,8,0.5058,0.017,0.017,4.983,5.741,0.9885,0.01008,269.49,61.26,0.56147048,0.7130675096,2.72,4.006903e-07,2.142817e-07,3.314306e-07,1.836033e-07,132.19,142.83,12490.08,13494.97,65.74,71.71
6.03263,8,0.5058,0.017,0.017,4.983,5.741,0.9885,0.01008,269.49,61.26,0.56146948,0.7130662395999999,2.72,4.019848e-07,2.14509e-07,3.315765e-07,1.838421e-07,131.58,143.10,12432.16,13521.02,65.40,71.87
6.03287,8,0.5059,0.017,0.017,4.983,5.741,0.9885,0.01008,269.49,61.26,0.5614685199999999,0.7130650203999999,2.72,4.019329e-07,2.147773e-07,3.32255e-07,1.840707e-07,131.99,142.87,12471.47,13499.40,65.63,71.74
6.03313,8,0.5059,0.017,0.017,4.983,5.741,0.9885,0.01008,269.49,61.26,0.5614674799999999,0.7130636995999999,2.72,4.028763e-07,2.151655e-07,3.325759e-07,1.843596e-07,131.84,143.07,12457.06,13517.67,65.55,71.85
6.03338,8,0.5059,0.017,0.017,4.983,5.741,0.9885,0.01008,269.49,61.26,0.56146648,0.7130624296,2.72,4.032412e-07,2.154488e-07,3.333198e-07,1.845799e-07,131.96,142.73,12468.04,13486.18,65.61,71.66
6.03362,8,0.5060,0.017,0.017,4.983,5.741,0.9885,0.01008,269.49,61.26,0.5614655199999999,0.7130612103999999,2.72,4.037745e-07,2.157057e-07,3.336033e-07,1.848607e-07,131.95,142.98,12467.02,13509.12,65.61,71.80
6.03388,8,0.5060,0.017,0.017,4.983,5.741,0.9885,0.01008,269.49,61.26,0.5614644799999999,0.7130598895999999,2.72,4.043937e-07,2.15946e-07,3.3394e-07,1.850653e-07,131.83,143.01,12455.82,13512.07,65.54,71.82
6.03413,8,0.5060,0.017,0.017,4.983,5.741,0.9885,0.01008,269.49,61.26,0.5614634799999999,0.7130586195999998,2.72,4.047065e-07,2.162679e-07,3.340392e-07,1.851551e-07,132.03,143.07,12474.99,13517.78,65.65,71.85
6.03437,8,0.5061,0.017,0.017,4.983,5.741,0.9885,0.01008,269.49,61.26,0.56146252,0.7130574004,2.72,4.050997e-07,2.166004e-07,3.347259e-07,1.855233e-07,132.22,143.07,12492.61,13518.42,65.76,71.85
6.03463,8,0.5061,0.017,0.017,4.983,5.741,0.9885,0.01008,269.49,61.26,0.56146148,0.7130560796,2.72,4.056033e-07,2.167053e-07,3.351267e-07,1.859091e-07,132.00,143.36,12472.28,13545.17,65.64,72.01
6.03488,8,0.5061,0.017,0.017,4.983,5.741,0.9885,0.01008,269.49,61.26,0.5614604799999999,0.7130548095999999,2.72,4.059048e-07,2.167995e-07,3.355486e-07,1.860848e-07,131.92,143.26,12464.02,13535.63,65.59,71.96
6.03512,8,0.5062,0.017,0.017,4.983,5.741,0.9885,0.01008,269.49,61.26,0.56145952,0.7130535904,2.72,4.06316e-07,2.168324e-07,3.358862e-07,1.862976e-07,131.70,143.33,12443.49,13542.48,65.47,72.00
6.03538,8,0.5062,0.017,0.017,4.983,5.741,0.9885,0.01008,269.49,61.26,0.56145848,0.7130522696,2.72,4.067107e-07,2.172079e-07,3.365367e-07,1.865205e-07,131.91,143.09,12463.77,13520.04,65.59,71.86
6.03562,8,0.5062,0.017,0.017,4.983,5.741,0.9885,0.01008,269.49,61.26,0.5614575199999999,0.7130510503999999,2.72,4.07098e-07,2.174075e-07,3.368526e-07,1.867969e-07,131.90,143.27,12462.88,13536.51,65.58,71.96
6.03587,8,0.5063,0.017,0.017,4.983,5.741,0.9885,0.01008,269.49,61.26,0.5614565199999999,0.7130497803999999,2.72,4.074739e-07,2.17196e-07,3.374353e-07,1.87043e-07,131.39,143.16,12414.77,13526.68,65.29,71.90
6.03613,8,0.5063,0.017,0.017,4.983,5.741,0.9885,0.01008,269.49,61.26,0.56145548,0.7130484596000001,2.72,4.076739e-07,2.176707e-07,3.377645e-07,1.874403e-07,131.87,143.53,12459.89,13561.55,65.56,72.11
6.03637,8,0.5063,0.017,0.017,4.983,5.741,0.9885,0.01008,269.49,61.26,0.56145452,0.7130472404,2.72,4.078826e-07,2.179333e-07,3.381902e-07,1.876034e-07,132.07,143.41,12478.47,13549.68,65.67,72.04
6.03662,8,0.5064,0.017,0.017,4.982,5.741,0.9885,0.01008,269.49,61.26,0.5614535199999999,0.7130459704,2.72,4.08006e-07,2.178896e-07,3.38469e-07,1.877947e-07,131.95,143.50,12467.46,13558.30,65.61,72.09
6.03688,8,0.5064,0.017,0.017,4.982,5.741,0.9885,0.01008,269.49,61.26,0.5614524799999999,0.7130446495999999,2.72,4.083081e-07,2.180925e-07,3.387405e-07,1.880317e-07,132.01,143.65,12472.56,13572.30,65.64,72.17
6.03712,8,0.5064,0.017,0.017,4.982,5.741,0.9885,0.01008,269.49,61.26,0.56145152,0.7130434304,2.72,4.088734e-07,2.180719e-07,3.395038e-07,1.883469e-07,131.59,143.46,12433.09,13554.75,65.40,72.07
6.03737,8,0.5065,0.017,0.017,4.982,5.741,0.9885,0.01008,269.49,61.26,0.56145052,0.7130421603999999,2.72,4.09068e-07,2.18315e-07,3.400191e-07,1.886334e-07,131.79,143.49,12452.57,13557.53,65.52,72.08
6.03763,8,0.5065,0.017,0.017,4.982,5.741,0.9885,0.01008,269.49,61.26,0.56144948,0.7130408396,2.72,4.09307e-07,2.184259e-07,3.404755e-07,1.889054e-07,131.77,143.52,12450.54,13560.56,65.51,72.10
6.03787,8,0.5065,0.017,0.017,4.982,5.741,0.9885,0.01008,269.49,61.26,0.56144852,0.7130396204,2.72,4.095686e-07,2.187054e-07,3.410255e-07,1.891925e-07,131.95,143.49,12467.64,13557.65,65.61,72.08
6.03812,8,0.5066,0.017,0.017,4.982,5.741,0.9885,0.01008,269.49,61.26,0.56144752,0.7130383504,2.72,4.100554e-07,2.187107e-07,3.413371e-07,1.896048e-07,131.65,143.93,12439.02,13598.90,65.44,72.33
6.03838,8,0.5066,0.017,0.017,4.982,5.741,0.9885,0.01008,269.49,61.26,0.56144648,0.7130370295999999,2.72,4.103396e-07,2.188942e-07,3.417978e-07,1.897448e-07,131.69,143.73,12442.91,13580.24,65.46,72.22
6.03862,8,0.5066,0.017,0.017,4.982,5.741,0.9885,0.01008,269.49,61.26,0.5614455199999999,0.7130358103999999,2.72,4.108332e-07,2.19013e-07,3.424448e-07,1.900612e-07,131.51,143.66,12425.34,13573.37,65.36,72.18
6.03887,8,0.5066,0.017,0.017,4.982,5.741,0.9885,0.01008,269.49,61.26,0.56144452,0.7130345404,2.72,4.111571e-07,2.192826e-07,3.430823e-07,1.904088e-07,131.63,143.65,12437.11,13572.38,65.43,72.17
6.03913,8,0.5067,0.017,0.017,4.982,5.741,0.9885,0.01008,269.49,61.26,0.56144348,0.7130332196,2.72,4.116225e-07,2.194752e-07,3.435034e-07,1.908261e-07,131.59,143.99,12432.81,13604.47,65.40,72.36
6.03937,8,0.5067,0.017,0.017,4.982,5.741,0.9885,0.01008,269.49,61.26,0.56144252,0.7130320003999999,2.72,4.119324e-07,2.195859e-07,3.440735e-07,1.910421e-07,131.52,143.81,12426.20,13588.35,65.36,72.27
6.03963,8,0.5067,0.017,0.017,4.982,5.741,0.9885,0.01008,269.49,61.26,0.5614414799999999,0.7130306795999999,2.72,4.128522e-07,2.199026e-07,3.445789e-07,1.912743e-07,131.29,143.73,12405.23,13580.62,65.24,72.22
6.03988,8,0.5068,0.017,0.017,4.982,5.741,0.9885,0.01008,269.49,61.26,0.5614404799999999,0.7130294095999999,2.72,4.130878e-07,2.202365e-07,3.452247e-07,1.91686e-07,131.59,143.85,12432.85,13591.79,65.40,72.29
6.04012,8,0.5068,0.017,0.017,4.982,5.741,0.9885,0.01009,269.49,61.26,0.56143952,0.7130281904,2.72,4.136488e-07,2.205344e-07,3.460621e-07,1.920494e-07,131.58,143.68,12432.71,13575.64,65.40,72.19
