Trace
Swept SA
A.16.17,N9010A
3435000000,-102.869220321914
3440700000,-102.074373395783
3446400000,-102.924816795482
3452100000,-102.992515082913
3457800000,-102.974693321686
3463500000,-102.48312845448
3469200000,-102.078607536258
3474900000,-102.572444038447
3480600000,-102.83371302091
3486300000,-102.489748489188
3492000000,-102.619337415454
3497700000,-103.155612976141
3503400000,-103.217758628067
3509100000,-103.117125345988
3514800000,-102.326888460713
3520500000,-102.221708240074
3526200000,-102.802651825057
3531900000,-102.627199169341
3537600000,-103.53819698751
3543300000,-102.867423557997
3549000000,-102.647525753503
3554700000,-102.509415842501
3560400000,-102.973332204312
3566100000,-101.950291680936
3571800000,-102.824340243645
3577500000,-102.285111965801
3583200000,-102.951690913109
3588900000,-102.715807391503
3594600000,-102.53694409955
3600300000,-102.214767218232
3606000000,-102.575428169984
3611700000,-102.336758976981
3617400000,-102.1290793536
3623100000,-102.230111634267
3628800000,-101.346276984101
3634500000,-102.563289964644
3640200000,-102.813368627313
3645900000,-101.581495264351
3651600000,-101.751265177129
3657300000,-101.418377075223
3663000000,-102.684913970834
3668700000,-101.845862916518
3674400000,-102.508977227016
3680100000,-102.227500441011
3685800000,-101.990750961349
3691500000,-103.357056062109
3697200000,-100.861183525038
3702900000,-102.652965838287
3708600000,-102.52635304615
3714300000,-102.620433212174
3720000000,-102.664435738148
3725700000,-102.586084207274
3731400000,-103.012551796401
3737100000,-102.9042751478
3742800000,-102.896826246963
3748500000,-102.601607159374
3754200000,-102.831517231277
3759900000,-103.338157396551
3765600000,-102.517100299844
3771300000,-102.190659180852
3777000000,-102.759353161083
3782700000,-103.348065275909
3788400000,-103.670725302014
3794100000,-103.759619613412
3799800000,-103.841138474067
3805500000,-103.242729712116
3811200000,-103.702890292965
3816900000,-104.046643427934
3822600000,-103.348255288435
3828300000,-102.921167679389
3834000000,-103.833586226811
3839700000,-103.841655844428
3845400000,-102.991982491464
3851100000,-104.212428158327
3856800000,-102.808067840493
3862500000,-103.507222790419
3868200000,-103.917294014686
3873900000,-103.259197805714
3879600000,-103.626930345869
3885300000,-103.695280188904
3891000000,-103.74954060611
3896700000,-103.489485122427
3902400000,-104.21420521824
3908100000,-103.527887473328
3913800000,-103.460052155739
3919500000,-104.242747829478
3925200000,-103.94534027359
3930900000,-103.533891417571
3936600000,-103.849347546415
3942300000,-103.104522175185
3948000000,-103.503700606939
3953700000,-104.164069594585
3959400000,-103.668383832268
3965100000,-104.035195501775
3970800000,-103.583206123652
3976500000,-103.62890359897
3982200000,-104.121408572778
3987900000,-103.921067538948
3993600000,-103.072925028922
3999300000,-104.084854495295
4005000000,-102.87972236338
4010700000,-103.993082275267
4016400000,-103.502560521444
4022100000,-103.33944325823
4027800000,-104.020239088826
4033500000,-104.015741788705
4039200000,-104.218782627583
4044900000,-104.048628768337
4050600000,-103.925813480592
4056300000,-104.150018959195
4062000000,-104.082085636956
4067700000,-103.783842527431
4073400000,-103.296890454334
4079100000,-104.383277369145
4084800000,-104.271536449824
4090500000,-104.16479272291
4096200000,-103.731200868191
4101900000,-103.151450288944
4107600000,-103.238357468772
4113300000,-103.348995040535
4119000000,-103.434508591339
4124700000,-104.333807001382
4130400000,-104.659952665889
4136100000,-103.242804795596
4141800000,-103.625895171492
4147500000,-103.523000114563
4153200000,-103.271178953711
4158900000,-103.293035457225
4164600000,-102.841676238254
4170300000,-103.797317773756
4176000000,-103.981183828401
4181700000,-103.997524775257
4187400000,-104.136494636762
4193100000,-103.502172155031
4198800000,-103.986232145208
4204500000,-103.297012204682
4210200000,-104.444979758247
4215900000,-104.258961303267
4221600000,-104.316562446598
4227300000,-103.445683269068
4233000000,-103.714585341348
4238700000,-103.485835818047
4244400000,-103.316250441062
4250100000,-104.282720281167
4255800000,-104.061561110491
4261500000,-104.065537709689
4267200000,-103.430315158233
4272900000,-104.375761677384
4278600000,-103.515589988563
4284300000,-103.411158715956
4290000000,-103.984078585809
4295700000,-103.58682531104
4301400000,-103.580965701004
4307100000,-103.267902626019
4312800000,-103.894318998089
4318500000,-103.755183952144
4324200000,-103.820530545749
4329900000,-104.246126437648
4335600000,-104.208563073714
4341300000,-103.548576264423
4347000000,-103.989649561537
4352700000,-103.507608997574
4358400000,-104.110347281808
4364100000,-104.9114881776
4369800000,-104.887070579689
4375500000,-104.54209271536
4381200000,-103.914197192344
4386900000,-104.471459204924
4392600000,-104.272107579759
4398300000,-104.520056070864
4404000000,-103.901054874054
4409700000,-104.56844778123
4415400000,-104.960094042311
4421100000,-105.101109640224
4426800000,-105.433496571431
4432500000,-105.041174000882
4438200000,-105.526211464573
4443900000,-105.221657332653
4449600000,-105.15397925212
4455300000,-105.550178534766
4461000000,-105.034328313307
4466700000,-105.113547229173
4472400000,-105.0763651994
4478100000,-105.772563856481
4483800000,-105.174294905143
4489500000,-105.725678739421
4495200000,-105.568746329491
4500900000,-105.14515804923
4506600000,-105.578379087511
4512300000,-105.328959987575
4518000000,-105.02708248862
4523700000,-104.710975458354
4529400000,-104.690916306001
4535100000,-105.163754001122
4540800000,-105.552077165273
4546500000,-105.737672110343
4552200000,-104.313741036552
4557900000,-105.731875901245
4563600000,-105.086983911597
4569300000,-104.952448192454
4575000000,-105.256403287912
4580700000,-104.300364643642
4586400000,-104.802976946165
4592100000,-104.807966562576
4597800000,-104.8735970071
4603500000,-105.319566033071
4609200000,-104.788808136542
4614900000,-105.617608444235
4620600000,-104.497614126035
4626300000,-105.839770850244
4632000000,-105.659981857929
4637700000,-105.539433940473
4643400000,-105.29170803275
4649100000,-105.081297753499
4654800000,-104.634152781363
4660500000,-105.386916911158
4666200000,-104.773402956549
4671900000,-104.093141768181
4677600000,-105.061925462389
4683300000,-105.320403818449
4689000000,-105.726695597282
4694700000,-104.528335169294
4700400000,-105.40683419245
4706100000,-103.984743646729
4711800000,-104.863455744522
4717500000,-104.685788015763
4723200000,-105.569158041281
4728900000,-104.418756716187
4734600000,-104.982138079208
4740300000,-104.530590811859
4746000000,-104.767652703605
4751700000,-104.679492577042
4757400000,-104.92527760219
4763100000,-104.928752744487
4768800000,-105.22527482815
4774500000,-104.986627881778
4780200000,-104.871487092075
4785900000,-103.755639808126
4791600000,-105.447680547046
4797300000,-104.57417567322
4803000000,-104.250097533647
4808700000,-105.104617067236
4814400000,-104.61862780831
4820100000,-105.32507421624
4825800000,-105.640128172768
4831500000,-105.310461556647
4837200000,-105.769924432655
4842900000,-105.594297061235
4848600000,-105.07783750013
4854300000,-105.49637743071
4860000000,-105.932719019066
4865700000,-105.392768943217
4871400000,-105.507812314955
4877100000,-106.49061989786
4882800000,-105.398301408365
4888500000,-105.246215974963
4894200000,-105.680799393184
4899900000,-106.766242812561
4905600000,-106.029745574461
4911300000,-106.478283878921
4917000000,-106.209436438379
4922700000,-106.390738571032
4928400000,-106.226734127063
4934100000,-106.211858244122
4939800000,-106.391135375016
4945500000,-106.651080508809
4951200000,-106.745721468029
4956900000,-106.629838717316
4962600000,-106.759293400374
4968300000,-106.799235776577
4974000000,-106.048883654393
4979700000,-105.144351548801
4985400000,-107.093194550889
4991100000,-106.403811362466
4996800000,-106.401763185776
5002500000,-106.305670877468
5008200000,-106.643583387438
5013900000,-106.252842845146
5019600000,-106.00935170971
5025300000,-106.45727484725
5031000000,-106.02189120007
5036700000,-106.21869910279
5042400000,-105.941066236723
5048100000,-105.639324058239
5053800000,-105.683595855882
5059500000,-105.520929568077
5065200000,-106.210913917996
5070900000,-104.816327588474
5076600000,-106.215021439028
5082300000,-105.605865671195
5088000000,-105.315914389535
5093700000,-106.537239536573
5099400000,-106.153296409545
5105100000,-105.867511936644
5110800000,-105.766854499358
5116500000,-105.583552265905
5122200000,-106.223911010721
5127900000,-106.391391418411
5133600000,-106.267674137289
5139300000,-106.138990210789
5145000000,-105.550514828084
5150700000,-105.920664180806
5156400000,-105.5599992155
5162100000,-106.004610369797
5167800000,-106.336762713838
5173500000,-106.408258122546
5179200000,-106.113317381766
5184900000,-105.247233856063
5190600000,-105.378381099293
5196300000,-106.513372520438
5202000000,-106.181167503726
5207700000,-105.655634683308
5213400000,-106.502498841006
5219100000,-106.035060498456
5224800000,-106.398306057924
5230500000,-106.68626682759
5236200000,-105.911692491271
5241900000,-106.039737230789
5247600000,-106.622310414748
5253300000,-106.613854859431
5259000000,-104.948343011215
5264700000,-106.132033859846
5270400000,-106.137830681876
5276100000,-106.730186026991
5281800000,-105.482521116279
5287500000,-107.005101049756
5293200000,-107.321761758816
5298900000,-105.915811277687
5304600000,-107.434213836127
5310300000,-107.12642920861
5316000000,-106.750168553544
5321700000,-106.916086517931
5327400000,-106.667678172448
5333100000,-107.21708434853
5338800000,-106.024782786462
5344500000,-106.234109678162
5350200000,-107.517250226715
5355900000,-106.797024672016
5361600000,-106.593785576389
5367300000,-107.338433524148
5373000000,-107.422582076709
5378700000,-107.124943955396
5384400000,-106.528588501454
5390100000,-107.351504793179
5395800000,-106.89612571149
5401500000,-106.913611865755
5407200000,-106.839429340792
5412900000,-107.095632315269
5418600000,-107.143001352517
5424300000,-106.995485501335
5430000000,-107.490956192979
5435700000,-107.700130757577
5441400000,-107.588167882951
5447100000,-107.339865776555
5452800000,-107.327720788881
5458500000,-107.700933321949
5464200000,-107.468145869842
5469900000,-106.943949674873
5475600000,-107.049249640848
5481300000,-106.503210493031
5487000000,-107.132360989521
5492700000,-105.509681466006
5498400000,-107.240598218538
5504100000,-107.155194216067
5509800000,-107.329468421765
5515500000,-107.17055120103
5521200000,-106.960993997546
5526900000,-106.135968793601
5532600000,-106.328231117277
5538300000,-107.200974764831
5544000000,-106.794553916637
5549700000,-107.303901177276
5555400000,-107.135720963696
5561100000,-107.456976902956
5566800000,-106.629825115524
5572500000,-107.113775457205
5578200000,-106.9384901636
5583900000,-106.577115621186
5589600000,-107.377753881465
5595300000,-107.071509748392
5601000000,-106.183321904237
5606700000,-107.373462971048
5612400000,-106.881035580851
5618100000,-105.942420417749
5623800000,-106.295782617594
5629500000,-107.700569817149
5635200000,-107.713670973754
5640900000,-107.263755008402
5646600000,-107.150284984769
5652300000,-107.43837723835
5658000000,-106.848241786336
5663700000,-107.420325662936
5669400000,-107.176374779687
5675100000,-106.270425525576
5680800000,-107.455601668949
5686500000,-107.116320770153
5692200000,-106.990203684794
5697900000,-107.062741189998
5703600000,-106.634199483595
5709300000,-106.59517978414
5715000000,-105.579452825977
5720700000,-106.570317145813
5726400000,-106.990366071284
5732100000,-105.996027387408
5737800000,-106.377627280269
5743500000,-106.511236547659
5749200000,-107.004306759553
5754900000,-107.211257453027
5760600000,-106.756773212108
5766300000,-107.424467013739
5772000000,-106.586323376474
5777700000,-107.047020999362
5783400000,-107.058060046887
5789100000,-106.230979107776
5794800000,-107.540783012733
5800500000,-107.646958510394
5806200000,-107.914812198317
5811900000,-106.684522171908
5817600000,-106.265035240205
5823300000,-107.821879417462
5829000000,-107.349895877802
5834700000,-107.318700501443
5840400000,-106.779877380974
5846100000,-107.918138134427
5851800000,-107.723437121957
5857500000,-107.202291789322
5863200000,-106.572859234902
5868900000,-107.900792117689
5874600000,-107.272567234082
5880300000,-107.231981935849
5886000000,-107.394913480478
5891700000,-107.660230011892
5897400000,-107.188595164006
5903100000,-107.586788955843
5908800000,-107.582399453354
5914500000,-107.444982384337
5920200000,-107.199619540183
5925900000,-107.330738682555
5931600000,-107.025416372658
5937300000,-107.201078912739
5943000000,-107.342162568776
5948700000,-107.659843824743
5954400000,-107.33143462345
5960100000,-107.708672077089
5965800000,-107.966423433039
5971500000,-107.047051056667
5977200000,-108.795966314711
5982900000,-108.420187596921
5988600000,-107.877165204949
5994300000,-108.28968428652
6000000000,-107.926951670783
