! FILETYPE CSV
! VERSION 1.0,1
! TIMESTAMP Wednesday, 17 June 2020 11:17:34
! TIMEZONE (GMT-08:00) Pacific Time (US & Canada)
! NAME Keysight Technologies
! MODEL N9938A
! SERIAL MY53104442
! FIRMWARE_VERSION A.08.19
! CORRECTION 
! Application SA
! Trace TIMESTAMP: 0001-01-01 00:00:00Z
! CHECKSUM 0511754837
! DATA Freq,SA Clear-Write,SA Blank,SA Blank,SA Blank
! FREQ UNIT Hz
! DATA UNIT dBm
BEGIN
100000000,-74.9153897528891,0,0,0
118625000,-74.3115138392995,0,0,0
137250000,-74.2346862684022,0,0,0
155875000,-74.0256186055407,0,0,0
174500000,-73.6625536962899,0,0,0
193125000,-73.2958517968664,0,0,0
211750000,-73.4117629632116,0,0,0
230375000,-72.9566226183772,0,0,0
249000000,-73.058866274719,0,0,0
267625000,-72.8039363431797,0,0,0
286250000,-72.7751451549205,0,0,0
304875000,-72.1303081655935,0,0,0
323500000,-72.5523551275329,0,0,0
342125000,-72.0663852545698,0,0,0
360750000,-70.9797568508597,0,0,0
379375000,-68.4612457394417,0,0,0
398000000,-67.0959481522755,0,0,0
416625000,-62.4460205396174,0,0,0
435250000,-56.5442931109658,0,0,0
453875000,-53.0526710938079,0,0,0
472500000,-55.1458957899154,0,0,0
491125000,-60.9462779494312,0,0,0
509750000,-59.6624581143985,0,0,0
528375000,-52.6186395045047,0,0,0
547000000,-51.2448895197438,0,0,0
565625000,-60.7341315389489,0,0,0
584250000,-52.8356227148185,0,0,0
602875000,-50.3581767492922,0,0,0
621500000,-34.9418347558486,0,0,0
640125000,-46.5184187892839,0,0,0
658750000,-45.55784352822,0,0,0
677375000,-40.4197578119692,0,0,0
696000000,-41.7102094176153,0,0,0
714625000,-47.0202331109045,0,0,0
733250000,-39.9189819931368,0,0,0
751875000,-33.961815897193,0,0,0
770500000,-43.3860970505542,0,0,0
789125000,-38.1100446363991,0,0,0
807750000,-45.0967192234854,0,0,0
826375000,-42.4681295494282,0,0,0
845000000,-42.2728889800207,0,0,0
863625000,-42.9466013835352,0,0,0
882250000,-40.7364629665638,0,0,0
900875000,-42.7215198649158,0,0,0
919500000,-44.5833606973973,0,0,0
938125000,-44.3377752004086,0,0,0
956750000,-42.9309495492803,0,0,0
975375000,-42.3353522702512,0,0,0
994000000,-43.2953356132962,0,0,0
1012625000,-43.8938904509125,0,0,0
1031250000,-42.0090144426305,0,0,0
1049875000,-41.154471074504,0,0,0
1068500000,-34.8600668346066,0,0,0
1087125000,-30.11382725581,0,0,0
1105750000,-36.6881843749591,0,0,0
1124375000,-43.364166793835,0,0,0
1143000000,-44.6610230045959,0,0,0
1161625000,-44.4041495538159,0,0,0
1180250000,-42.2787525846252,0,0,0
1198875000,-44.5477227186949,0,0,0
1217500000,-42.8520564140776,0,0,0
1236125000,-43.2079074660184,0,0,0
1254750000,-43.1596814320911,0,0,0
1273375000,-41.8491670885088,0,0,0
1292000000,-44.7084373794059,0,0,0
1310625000,-41.9003306115936,0,0,0
1329250000,-41.2173184086357,0,0,0
1347875000,-43.3261583261453,0,0,0
1366500000,-42.7074109094339,0,0,0
1385125000,-41.1191120433712,0,0,0
1403750000,-40.8703933362584,0,0,0
1422375000,-40.7098810331784,0,0,0
1441000000,-42.1117346884856,0,0,0
1459625000,-41.4094163819263,0,0,0
1478250000,-40.9400537252937,0,0,0
1496875000,-40.2325330049719,0,0,0
1515500000,-40.1146563574389,0,0,0
1534125000,-39.9483441123246,0,0,0
1552750000,-38.8077354078067,0,0,0
1571375000,-36.5277787867084,0,0,0
1590000000,-37.4384724170309,0,0,0
1608625000,-35.0612553354451,0,0,0
1627250000,-21.8026196061821,0,0,0
1645875000,-34.3313788493977,0,0,0
1664500000,-40.0732197343299,0,0,0
1683125000,-43.4791258084563,0,0,0
1701750000,-43.745464582335,0,0,0
1720375000,-44.1586580924913,0,0,0
1739000000,-44.8134690892659,0,0,0
1757625000,-44.5340095119708,0,0,0
1776250000,-44.1325001035807,0,0,0
1794875000,-45.3222238009697,0,0,0
1813500000,-44.5184877758953,0,0,0
1832125000,-43.3149046651302,0,0,0
1850750000,-44.1477524192059,0,0,0
1869375000,-43.8860524915902,0,0,0
1888000000,-43.0770770010386,0,0,0
1906625000,-43.7298808105182,0,0,0
1925250000,-43.3608582876247,0,0,0
1943875000,-41.7690673381113,0,0,0
1962500000,-41.8112667094275,0,0,0
1981125000,-42.5726639437519,0,0,0
1999750000,-43.0258726835395,0,0,0
2018375000,-42.1705140197162,0,0,0
2037000000,-41.5461384710068,0,0,0
2055625000,-41.8714435785523,0,0,0
2074250000,-41.4476138285581,0,0,0
2092875000,-40.4042884807365,0,0,0
2111500000,-40.3876515220519,0,0,0
2130125000,-38.7823421833626,0,0,0
2148750000,-37.460240054315,0,0,0
2167375000,-33.9618753372229,0,0,0
2186000000,-34.1538928128481,0,0,0
2204625000,-37.9502749209594,0,0,0
2223250000,-42.3507586208458,0,0,0
2241875000,-44.7783857706437,0,0,0
2260500000,-45.2576471343073,0,0,0
2279125000,-44.9675705697579,0,0,0
2297750000,-45.8349966298364,0,0,0
2316375000,-40.2163231567721,0,0,0
2335000000,-43.1441701079027,0,0,0
2353625000,-45.0463050290571,0,0,0
2372250000,-45.6555238525671,0,0,0
2390875000,-45.3813442283115,0,0,0
2409500000,-44.9498499860466,0,0,0
2428125000,-43.9471214305759,0,0,0
2446750000,-44.0175163409845,0,0,0
2465375000,-44.2793109437678,0,0,0
2484000000,-42.1334187234656,0,0,0
