# PAM module, input atten 40 dB -> -53 dBm in
# this test begun at: 9/13/02 5:34:41 PM 
# col1 = elapsed time in secs
# col2 = temperature in C
# col3 = gain at 3 GHz, averaged over 1 sec
# col4 = rms scatter in gain
124.80  25.115  48.667  0.156 
126.77  25.117  48.672  0.158 
128.80  25.102  48.669  0.158 
130.78  25.114  48.666  0.158 
132.81  25.123  48.669  0.156 
134.79  25.082  48.668  0.159 
136.77  25.111  48.668  0.160 
138.80  25.116  48.670  0.156 
140.78  25.124  48.667  0.159 
142.81  25.119  48.665  0.160 
144.79  25.142  48.670  0.157 
146.82  25.153  48.667  0.157 
148.80  25.179  48.668  0.158 
150.78  25.171  48.665  0.159 
152.81  25.196  48.669  0.156 
154.78  25.192  48.666  0.158 
156.82  25.189  48.670  0.159 
158.79  25.187  48.669  0.161 
160.77  25.194  48.665  0.160 
162.80  25.175  48.672  0.157 
164.78  25.183  48.671  0.156 
166.81  25.185  48.670  0.155 
168.79  25.178  48.665  0.157 
170.77  25.193  48.668  0.157 
172.80  25.191  48.666  0.159 
174.78  25.199  48.668  0.154 
176.81  25.209  48.667  0.158 
178.79  25.192  48.671  0.159 
180.76  25.203  48.666  0.157 
182.80  25.159  48.667  0.162 
184.77  25.164  48.670  0.155 
186.81  25.178  48.665  0.158 
188.78  25.152  48.665  0.158 
190.76  25.133  48.666  0.159 
192.79  25.139  48.666  0.158 
194.77  25.143  48.666  0.160 
196.80  25.157  48.665  0.161 
198.78  25.144  48.665  0.158 
200.76  25.162  48.658  0.158 
202.79  25.152  48.666  0.160 
204.77  25.114  48.666  0.156 
206.80  25.123  48.663  0.155 
208.78  25.136  48.669  0.158 
210.81  25.172  48.670  0.157 
212.79  25.124  48.663  0.158 
214.76  25.110  48.665  0.154 
216.80  25.103  48.667  0.159 
218.77  25.048  48.667  0.158 
220.81  25.070  48.663  0.156 
222.78  25.092  48.668  0.157 
224.76  25.022  48.666  0.159 
226.79  24.993  48.665  0.157 
228.77  24.944  48.666  0.158 
230.80  24.965  48.668  0.159 
232.78  24.949  48.662  0.158 
234.76  24.903  48.665  0.158 
236.79  24.946  48.666  0.161 
238.77  24.913  48.664  0.156 
240.80  24.946  48.664  0.156 
242.78  24.951  48.666  0.160 
244.75  24.925  48.669  0.162 
246.78  24.891  48.666  0.155 
248.76  24.897  48.667  0.156 
250.79  24.892  48.667  0.154 
252.77  24.858  48.667  0.158 
254.75  24.870  48.667  0.156 
256.78  24.838  48.667  0.154 
258.76  24.862  48.667  0.156 
260.79  24.842  48.665  0.155 
262.77  24.875  48.661  0.158 
264.80  24.844  48.669  0.156 
266.78  24.830  48.670  0.158 
268.75  24.845  48.665  0.156 
270.79  24.833  48.666  0.161 
272.76  24.855  48.666  0.154 
274.80  24.846  48.667  0.158 
276.77  24.832  48.665  0.158 
278.75  24.840  48.664  0.160 
280.78  24.819  48.668  0.154 
282.76  24.818  48.665  0.159 
284.79  24.813  48.666  0.158 
286.77  24.853  48.666  0.155 
288.75  24.832  48.664  0.158 
290.78  24.853  48.666  0.158 
292.76  24.804  48.665  0.155 
294.79  24.842  48.668  0.160 
296.77  24.812  48.670  0.159 
298.74  24.868  48.666  0.154 
300.78  24.810  48.667  0.161 
302.75  24.828  48.666  0.160 
304.79  24.828  48.665  0.153 
306.76  24.812  48.664  0.160 
308.74  24.821  48.666  0.161 
310.77  24.796  48.661  0.157 
312.75  24.825  48.669  0.160 
314.78  24.797  48.667  0.159 
316.76  24.794  48.664  0.160 
318.79  24.763  48.664  0.159 
320.77  24.733  48.661  0.155 
322.75  24.736  48.665  0.156 
324.78  24.727  48.671  0.156 
326.76  24.726  48.662  0.158 
328.79  24.708  48.667  0.155 
330.77  24.681  48.666  0.155 
332.74  24.672  48.662  0.157 
334.78  24.646  48.665  0.160 
336.75  24.653  48.671  0.157 
338.78  24.635  48.664  0.158 
340.76  24.605  48.667  0.157 
342.74  24.599  48.666  0.157 
344.77  24.576  48.661  0.156 
346.75  24.607  48.664  0.154 
348.78  24.576  48.663  0.158 
350.76  24.563  48.663  0.156 
352.74  24.615  48.660  0.157 
354.77  24.604  48.664  0.155 
356.75  24.611  48.666  0.155 
358.78  24.606  48.665  0.154 
360.76  24.579  48.660  0.158 
362.73  24.587  48.664  0.159 
364.76  24.604  48.663  0.159 
366.74  24.546  48.662  0.153 
368.77  24.557  48.664  0.157 
370.75  24.584  48.664  0.155 
372.78  24.556  48.666  0.158 
374.76  24.596  48.665  0.159 
376.74  24.568  48.667  0.156 
378.77  24.555  48.663  0.159 
380.75  24.519  48.668  0.158 
382.78  24.547  48.670  0.160 
384.76  24.521  48.661  0.158 
386.73  24.554  48.660  0.158 
388.77  24.567  48.663  0.161 
390.74  24.552  48.657  0.159 
392.78  24.566  48.663  0.157 
394.75  24.605  48.664  0.155 
396.73  24.550  48.658  0.155 
398.76  24.580  48.660  0.157 
400.74  24.583  48.658  0.158 
402.77  24.570  48.666  0.158 
404.75  24.549  48.663  0.156 
406.73  24.600  48.667  0.158 
408.76  24.601  48.663  0.157 
410.74  24.590  48.664  0.159 
412.77  24.569  48.665  0.156 
414.75  24.576  48.662  0.155 
416.78  24.594  48.662  0.159 
418.76  24.597  48.661  0.158 
420.73  24.621  48.669  0.157 
422.77  24.591  48.659  0.158 
424.74  24.577  48.661  0.156 
426.78  24.614  48.658  0.158 
428.75  24.613  48.667  0.156 
430.73  24.585  48.659  0.160 
432.76  24.571  48.664  0.157 
434.74  24.574  48.661  0.158 
436.77  24.610  48.662  0.156 
438.75  24.640  48.658  0.159 
440.73  24.584  48.663  0.157 
442.76  24.599  48.662  0.158 
444.74  24.607  48.664  0.156 
446.77  24.587  48.660  0.157 
448.75  24.617  48.661  0.164 
450.72  24.583  48.663  0.156 
452.76  24.599  48.659  0.158 
454.73  24.602  48.662  0.159 
456.76  24.592  48.664  0.161 
458.74  24.602  48.656  0.157 
460.72  24.598  48.663  0.157 
462.75  24.625  48.661  0.154 
464.73  24.577  48.662  0.157 
466.76  24.624  48.663  0.159 
468.74  24.596  48.663  0.154 
470.77  24.635  48.665  0.158 
472.75  24.617  48.661  0.156 
474.73  24.610  48.665  0.159 
476.76  24.611  48.662  0.159 
478.74  24.608  48.660  0.158 
480.77  24.586  48.660  0.160 
482.74  24.600  48.669  0.155 
484.72  24.607  48.662  0.153 
486.75  24.599  48.667  0.158 
488.73  24.603  48.666  0.159 
490.76  24.626  48.665  0.157 
492.74  24.607  48.660  0.161 
494.72  24.645  48.662  0.158 
496.75  24.587  48.667  0.157 
498.73  24.565  48.664  0.153 
500.76  24.537  48.662  0.154 
502.74  24.556  48.665  0.156 
504.71  24.546  48.663  0.157 
506.75  24.552  48.664  0.163 
508.72  24.547  48.666  0.155 
510.76  24.512  48.659  0.158 
512.73  24.485  48.666  0.160 
514.71  24.510  48.664  0.159 
516.74  24.468  48.661  0.159 
518.72  24.470  48.663  0.155 
520.75  24.477  48.663  0.157 
522.73  24.481  48.664  0.160 
524.76  24.496  48.661  0.160 
526.74  24.480  48.663  0.156 
528.72  24.476  48.663  0.155 
530.75  24.462  48.670  0.154 
532.73  24.452  48.660  0.161 
534.76  24.456  48.660  0.158 
536.74  24.465  48.663  0.157 
538.71  24.479  48.665  0.156 
540.75  24.514  48.662  0.158 
542.72  24.467  48.664  0.160 
544.76  24.446  48.665  0.157 
546.73  24.459  48.662  0.158 
548.71  24.483  48.659  0.159 
550.74  24.450  48.659  0.157 
552.72  24.436  48.665  0.158 
554.75  24.449  48.666  0.159 
556.73  24.449  48.665  0.159 
558.71  24.445  48.660  0.156 
560.74  24.441  48.665  0.160 
562.72  24.446  48.661  0.157 
564.75  24.458  48.663  0.159 
566.73  24.461  48.662  0.157 
568.70  24.418  48.665  0.155 
570.74  24.429  48.669  0.160 
572.71  24.442  48.663  0.160 
574.74  24.411  48.662  0.153 
576.72  24.396  48.664  0.158 
578.75  24.376  48.661  0.156 
580.73  24.412  48.662  0.160 
582.71  24.407  48.659  0.155 
584.74  24.409  48.664  0.156 
586.72  24.387  48.661  0.157 
588.75  24.390  48.660  0.160 
590.73  24.399  48.666  0.155 
592.71  24.392  48.671  0.157 
594.74  24.385  48.662  0.159 
596.72  24.357  48.660  0.157 
598.75  24.384  48.658  0.154 
600.72  24.352  48.669  0.157 
602.70  24.377  48.661  0.157 
604.73  24.330  48.663  0.159 
606.71  24.334  48.663  0.156 
608.74  24.357  48.669  0.156 
610.72  24.327  48.665  0.153 
612.70  24.326  48.664  0.156 
614.73  24.314  48.663  0.158 
616.71  24.285  48.661  0.160 
618.74  24.304  48.661  0.156 
620.72  24.300  48.664  0.155 
622.69  24.326  48.671  0.161 
624.73  24.321  48.662  0.159 
626.70  24.357  48.663  0.160 
628.74  24.344  48.660  0.158 
630.71  24.362  48.661  0.154 
632.75  24.410  48.660  0.154 
634.72  24.398  48.667  0.161 
636.70  24.439  48.664  0.156 
638.73  24.410  48.662  0.158 
640.71  24.395  48.659  0.157 
642.74  24.427  48.665  0.158 
644.72  24.428  48.664  0.158 
646.70  24.394  48.664  0.162 
648.73  24.418  48.664  0.154 
650.71  24.403  48.663  0.160 
652.74  24.446  48.662  0.159 
654.72  24.430  48.659  0.158 
656.69  24.407  48.664  0.158 
658.73  24.411  48.661  0.156 
660.70  24.439  48.663  0.157 
662.74  24.414  48.664  0.156 
664.71  24.389  48.659  0.157 
666.69  24.400  48.660  0.160 
668.72  24.412  48.661  0.156 
670.70  24.410  48.659  0.158 
672.73  24.424  48.661  0.154 
674.71  24.447  48.662  0.158 
676.74  24.446  48.662  0.162 
678.72  24.440  48.658  0.159 
680.70  24.411  48.660  0.161 
682.73  24.443  48.657  0.158 
684.71  24.416  48.661  0.156 
686.74  24.389  48.661  0.156 
688.72  24.376  48.656  0.155 
690.69  24.388  48.664  0.161 
692.72  24.353  48.666  0.158 
694.70  24.315  48.666  0.156 
696.73  24.362  48.663  0.160 
698.71  24.281  48.665  0.162 
700.69  24.330  48.662  0.156 
702.72  24.304  48.666  0.158 
704.70  24.321  48.663  0.158 
706.73  24.309  48.657  0.157 
708.71  24.310  48.657  0.158 
710.69  24.289  48.666  0.155 
712.72  24.294  48.666  0.155 
714.70  24.301  48.666  0.159 
716.73  24.300  48.660  0.156 
718.70  24.296  48.659  0.158 
720.68  24.298  48.664  0.159 
722.71  24.315  48.659  0.156 
724.69  24.320  48.666  0.159 
726.72  24.310  48.658  0.156 
728.70  24.323  48.661  0.157 
730.68  24.316  48.667  0.157 
732.71  24.330  48.664  0.160 
734.69  24.366  48.663  0.158 
736.72  24.363  48.668  0.158 
738.70  24.344  48.663  0.159 
740.73  24.322  48.661  0.159 
742.71  24.355  48.665  0.155 
744.68  24.371  48.656  0.160 
746.72  24.382  48.661  0.157 
748.69  24.354  48.665  0.161 
750.73  24.374  48.661  0.158 
752.70  24.348  48.665  0.158 
754.68  24.352  48.657  0.157 
756.71  24.355  48.659  0.157 
758.69  24.335  48.660  0.157 
760.72  24.366  48.660  0.158 
762.70  24.370  48.660  0.159 
764.68  24.361  48.663  0.160 
766.71  24.320  48.660  0.160 
768.69  24.317  48.663  0.158 
770.72  24.321  48.658  0.156 
772.70  24.313  48.660  0.157 
774.67  24.308  48.665  0.158 
776.71  24.310  48.663  0.157 
778.68  24.341  48.662  0.161 
780.72  24.298  48.661  0.159 
782.69  24.305  48.668  0.160 
784.67  24.307  48.665  0.154 
786.70  24.275  48.663  0.157 
788.68  24.299  48.664  0.156 
790.71  24.276  48.662  0.154 
792.69  24.280  48.665  0.157 
794.72  24.297  48.663  0.156 
796.70  24.260  48.666  0.162 
798.68  24.264  48.667  0.156 
800.71  24.265  48.664  0.156 
802.69  24.248  48.664  0.156 
804.72  24.227  48.664  0.156 
806.70  24.257  48.664  0.155 
808.67  24.250  48.663  0.158 
810.70  24.241  48.664  0.159 
812.68  24.239  48.674  0.157 
814.71  24.222  48.659  0.161 
816.69  24.245  48.659  0.158 
818.67  24.243  48.663  0.154 
820.70  24.254  48.662  0.157 
822.68  24.249  48.666  0.158 
824.71  24.210  48.667  0.156 
826.69  24.203  48.665  0.158 
828.67  24.205  48.660  0.156 
830.70  24.177  48.664  0.158 
832.68  24.200  48.661  0.154 
834.71  24.171  48.661  0.156 
836.68  24.196  48.666  0.157 
838.66  24.204  48.661  0.158 
840.69  24.222  48.664  0.160 
842.67  24.258  48.659  0.160 
844.70  24.249  48.658  0.161 
846.68  24.228  48.669  0.155 
848.71  24.252  48.658  0.158 
850.69  24.255  48.660  0.156 
852.67  24.267  48.663  0.155 
854.70  24.295  48.664  0.157 
856.68  24.263  48.665  0.158 
858.71  24.266  48.663  0.157 
860.69  24.288  48.664  0.161 
862.66  24.280  48.662  0.159 
864.70  24.284  48.663  0.159 
866.67  24.280  48.662  0.161 
868.71  24.264  48.660  0.160 
870.68  24.267  48.663  0.158 
872.66  24.248  48.660  0.158 
874.69  24.294  48.665  0.156 
876.67  24.276  48.663  0.157 
878.70  24.323  48.662  0.162 
880.68  24.285  48.660  0.156 
882.66  24.264  48.660  0.159 
884.69  24.279  48.659  0.157 
886.67  24.219  48.659  0.157 
888.70  24.195  48.662  0.157 
890.68  24.193  48.662  0.153 
892.71  24.186  48.659  0.158 
894.69  24.208  48.659  0.156 
896.66  24.175  48.659  0.162 
898.70  24.166  48.662  0.158 
900.67  24.201  48.660  0.159 
902.71  24.166  48.662  0.154 
904.68  24.179  48.665  0.161 
906.66  24.196  48.661  0.158 
908.69  24.145  48.662  0.156 
910.67  24.206  48.668  0.157 
912.70  24.199  48.658  0.157 
914.68  24.154  48.661  0.158 
916.66  24.181  48.660  0.161 
918.69  24.219  48.661  0.157 
920.67  24.230  48.665  0.159 
922.70  24.205  48.664  0.157 
924.68  24.225  48.663  0.158 
926.65  24.213  48.661  0.161 
928.68  24.236  48.663  0.156 
930.66  24.217  48.666  0.159 
932.69  24.271  48.660  0.159 
934.67  24.252  48.658  0.155 
936.65  24.313  48.662  0.156 
938.68  24.277  48.661  0.161 
940.66  24.287  48.661  0.156 
942.69  24.270  48.656  0.158 
944.67  24.276  48.664  0.159 
946.65  24.284  48.661  0.161 
948.68  24.295  48.662  0.157 
950.65  24.299  48.654  0.159 
952.69  24.294  48.658  0.158 
954.66  24.298  48.662  0.156 
956.70  24.278  48.661  0.157 
958.67  24.265  48.661  0.159 
960.65  24.256  48.660  0.155 
962.68  24.234  48.662  0.158 
964.66  24.212  48.659  0.158 
966.69  24.251  48.661  0.158 
968.67  24.209  48.663  0.156 
970.65  24.191  48.662  0.158 
972.68  24.190  48.658  0.158 
974.66  24.179  48.665  0.156 
976.69  24.171  48.660  0.158 
978.67  24.228  48.657  0.156 
980.64  24.205  48.665  0.156 
982.68  24.198  48.665  0.157 
984.65  24.195  48.665  0.158 
986.69  24.209  48.662  0.158 
988.66  24.215  48.662  0.157 
990.64  24.187  48.663  0.158 
992.67  24.184  48.663  0.157 
994.65  24.189  48.662  0.160 
996.68  24.173  48.664  0.159 
998.66  24.176  48.666  0.160 
1000.64  24.168  48.663  0.157 
1002.67  24.159  48.657  0.159 
1004.65  24.143  48.660  0.158 
1006.68  24.161  48.665  0.158 
1008.66  24.139  48.660  0.154 
1010.69  24.152  48.661  0.161 
1012.67  24.164  48.661  0.156 
1014.64  24.116  48.660  0.159 
1016.68  24.093  48.659  0.158 
1018.65  24.074  48.664  0.160 
1020.68  24.039  48.662  0.162 
1022.66  24.087  48.661  0.154 
1024.64  24.090  48.659  0.158 
1026.67  24.094  48.659  0.159 
1028.65  24.092  48.661  0.158 
1030.68  24.107  48.661  0.158 
1032.66  24.110  48.661  0.154 
1034.64  24.061  48.663  0.155 
1036.67  24.075  48.658  0.157 
1038.65  24.101  48.661  0.157 
1040.68  24.123  48.654  0.157 
1042.66  24.142  48.657  0.157 
1044.63  24.157  48.661  0.157 
1046.66  24.139  48.667  0.156 
1048.64  24.163  48.656  0.158 
1050.67  24.151  48.663  0.164 
1052.65  24.165  48.657  0.156 
1054.63  24.180  48.659  0.156 
1056.66  24.196  48.655  0.159 
1058.64  24.183  48.660  0.157 
1060.67  24.180  48.659  0.155 
1062.65  24.196  48.663  0.157 
1064.68  24.205  48.658  0.157 
1066.66  24.187  48.663  0.155 
1068.63  24.192  48.658  0.158 
1070.67  24.208  48.660  0.155 
1072.64  24.190  48.658  0.158 
1074.68  24.222  48.658  0.154 
1076.65  24.188  48.662  0.154 
1078.63  24.226  48.660  0.159 
1080.66  24.224  48.656  0.159 
1082.64  24.237  48.658  0.158 
1084.67  24.234  48.656  0.155 
1086.65  24.215  48.663  0.160 
1088.63  24.204  48.657  0.159 
1090.66  24.210  48.658  0.158 
1092.64  24.179  48.662  0.160 
1094.67  24.155  48.659  0.156 
1096.65  24.147  48.663  0.155 
1098.62  24.127  48.660  0.158 
1100.66  24.110  48.656  0.158 
1102.63  24.099  48.658  0.159 
1104.67  24.078  48.658  0.162 
1106.64  24.073  48.655  0.157 
1108.62  24.053  48.658  0.159 
1110.65  24.065  48.657  0.159 
1112.63  24.056  48.660  0.159 
1114.66  24.067  48.659  0.157 
1116.64  24.071  48.661  0.154 
1118.67  24.087  48.660  0.158 
1120.65  24.045  48.659  0.157 
1122.63  24.067  48.661  0.157 
1124.66  24.069  48.664  0.156 
1126.64  24.077  48.662  0.159 
1128.67  24.077  48.657  0.161 
1130.65  24.127  48.656  0.156 
1132.62  24.097  48.664  0.153 
1134.66  24.124  48.661  0.157 
1136.63  24.106  48.659  0.154 
1138.66  24.099  48.662  0.156 
1140.64  24.133  48.659  0.159 
1142.62  24.123  48.660  0.158 
1144.65  24.110  48.662  0.160 
1146.63  24.139  48.660  0.158 
1148.66  24.164  48.662  0.161 
1150.64  24.177  48.655  0.157 
1152.62  24.174  48.657  0.160 
1154.65  24.159  48.662  0.156 
1156.63  24.204  48.658  0.156 
1158.66  24.157  48.658  0.161 
1160.64  24.196  48.657  0.158 
1162.67  24.137  48.658  0.157 
1164.64  24.150  48.655  0.157 
1166.62  24.159  48.658  0.158 
1168.65  24.113  48.658  0.156 
1170.63  24.095  48.657  0.158 
1172.66  24.078  48.657  0.157 
1174.64  24.067  48.658  0.160 
1176.62  24.084  48.657  0.159 
1178.65  24.053  48.657  0.161 
1180.63  24.077  48.657  0.160 
1182.66  24.071  48.661  0.158 
1184.64  24.065  48.661  0.159 
1186.61  24.072  48.660  0.157 
1188.65  24.055  48.659  0.155 
1190.62  24.035  48.659  0.155 
1192.66  24.084  48.657  0.160 
1194.63  24.050  48.659  0.158 
1196.61  24.032  48.661  0.156 
1198.64  24.029  48.657  0.161 
1200.62  24.049  48.660  0.162 
1202.65  24.037  48.660  0.159 
1204.63  24.056  48.662  0.158 
1206.66  24.039  48.662  0.159 
1208.64  24.059  48.658  0.156 
1210.62  24.056  48.657  0.158 
1212.65  24.048  48.666  0.157 
1214.63  24.056  48.660  0.158 
1216.60  24.029  48.660  0.162 
1218.64  24.063  48.658  0.160 
1220.61  24.024  48.661  0.157 
1222.65  24.033  48.661  0.155 
1224.62  24.034  48.657  0.163 
1226.66  24.018  48.655  0.156 
1228.63  24.024  48.660  0.158 
1230.61  24.017  48.664  0.155 
1232.64  24.026  48.658  0.162 
1234.62  24.037  48.662  0.157 
1236.65  24.044  48.666  0.157 
1238.63  24.041  48.661  0.157 
1240.61  24.091  48.657  0.156 
1242.64  24.093  48.657  0.154 
1244.62  24.068  48.660  0.156 
1246.65  24.052  48.657  0.157 
1248.63  24.078  48.657  0.159 
1250.60  24.091  48.661  0.155 
1252.64  24.090  48.665  0.157 
1254.61  24.124  48.656  0.158 
1256.64  24.084  48.660  0.152 
1258.62  24.092  48.658  0.154 
1260.60  24.129  48.661  0.156 
1262.63  24.106  48.657  0.161 
1264.61  24.102  48.657  0.155 
1266.64  24.118  48.659  0.158 
1268.62  24.093  48.660  0.158 
1270.65  24.120  48.661  0.154 
1272.63  24.121  48.661  0.157 
1274.61  24.121  48.658  0.158 
1276.64  24.118  48.663  0.162 
1278.62  24.076  48.659  0.160 
1280.65  24.040  48.663  0.158 
1282.62  24.058  48.664  0.156 
1284.60  24.057  48.664  0.162 
1286.63  24.043  48.662  0.158 
1288.61  24.047  48.661  0.156 
1290.64  24.005  48.656  0.157 
1292.62  24.023  48.659  0.158 
1294.60  23.991  48.658  0.161 
1296.63  23.983  48.659  0.155 
1298.61  23.952  48.661  0.163 
1300.64  23.956  48.660  0.157 
1302.62  23.956  48.660  0.157 
1304.59  23.960  48.655  0.157 
1306.63  23.956  48.660  0.156 
1308.60  23.979  48.662  0.160 
1310.64  24.009  48.656  0.158 
1312.61  23.992  48.662  0.157 
1314.59  23.964  48.657  0.160 
1316.62  23.994  48.661  0.156 
1318.60  24.037  48.659  0.155 
1320.63  24.005  48.662  0.158 
1322.61  24.012  48.662  0.158 
1324.59  24.036  48.660  0.158 
1326.62  24.033  48.659  0.157 
1328.60  24.038  48.659  0.158 
1330.63  24.053  48.655  0.160 
1332.61  24.040  48.661  0.156 
1334.64  24.075  48.654  0.158 
1336.62  24.065  48.658  0.159 
1338.59  24.039  48.660  0.155 
1340.63  24.058  48.662  0.158 
1342.60  24.064  48.657  0.162 
1344.64  24.067  48.656  0.157 
1346.61  24.048  48.660  0.158 
1348.59  24.050  48.658  0.155 
1350.62  24.062  48.659  0.156 
1352.60  24.078  48.661  0.156 
1354.63  24.062  48.660  0.157 
1356.61  24.077  48.659  0.157 
1358.59  24.047  48.658  0.161 
1360.62  24.028  48.661  0.156 
1362.60  23.992  48.659  0.158 
1364.63  24.033  48.655  0.157 
1366.61  24.023  48.660  0.154 
1368.58  24.003  48.663  0.159 
1370.62  23.986  48.657  0.156 
1372.59  24.008  48.659  0.159 
1374.62  24.014  48.659  0.154 
1376.60  23.973  48.667  0.155 
1378.58  23.961  48.659  0.159 
1380.61  23.929  48.657  0.157 
1382.59  23.932  48.661  0.157 
1384.62  23.918  48.662  0.161 
1386.60  23.950  48.660  0.159 
1388.63  23.968  48.664  0.158 
1390.61  23.979  48.660  0.156 
1392.59  23.951  48.660  0.158 
1394.62  23.958  48.661  0.160 
1396.60  23.954  48.664  0.160 
1398.63  23.930  48.658  0.157 
1400.60  23.942  48.662  0.161 
1402.58  23.925  48.664  0.156 
1404.61  23.914  48.655  0.158 
1406.59  23.946  48.655  0.155 
1408.62  23.880  48.659  0.158 
1410.60  23.901  48.661  0.157 
1412.58  23.878  48.655  0.157 
1414.61  23.889  48.661  0.161 
1416.59  23.899  48.661  0.157 
1418.62  23.908  48.660  0.159 
1420.60  23.892  48.659  0.154 
1422.57  23.920  48.657  0.159 
1424.61  23.922  48.658  0.155 
1426.58  23.945  48.657  0.164 
1428.62  23.961  48.659  0.158 
1430.59  23.952  48.656  0.159 
1432.63  23.956  48.663  0.157 
1434.60  23.982  48.657  0.155 
1436.58  23.978  48.655  0.158 
1438.61  24.022  48.660  0.155 
1440.59  23.998  48.660  0.156 
1442.62  24.008  48.656  0.158 
1444.60  24.013  48.656  0.155 
1446.58  24.024  48.659  0.159 
1448.61  24.039  48.660  0.154 
1450.59  24.050  48.656  0.156 
1452.62  24.045  48.656  0.158 
1454.60  24.037  48.655  0.158 
1456.57  24.055  48.654  0.156 
1458.61  24.051  48.654  0.158 
1460.58  24.021  48.654  0.160 
1462.62  24.013  48.655  0.156 
1464.59  24.045  48.660  0.157 
1466.57  24.033  48.659  0.158 
1468.60  24.062  48.660  0.160 
1470.58  24.057  48.654  0.158 
1472.61  24.029  48.652  0.160 
1474.59  24.040  48.653  0.157 
1476.57  24.021  48.659  0.159 
1478.60  23.993  48.656  0.156 
1480.58  24.016  48.657  0.156 
1482.61  23.975  48.657  0.157 
1484.59  23.954  48.664  0.160 
1486.56  23.942  48.654  0.161 
1488.60  23.930  48.659  0.159 
1490.57  23.924  48.659  0.159 
1492.60  23.910  48.659  0.158 
1494.58  23.927  48.656  0.154 
1496.61  23.914  48.659  0.159 
1498.59  23.932  48.660  0.156 
1500.79  23.918  48.655  0.159 
1502.66  23.936  48.660  0.157 
1505.79  23.929  48.655  0.160 
1506.67  23.915  48.660  0.153 
1508.70  23.908  48.657  0.151 
1510.57  23.910  48.659  0.157 
1512.60  23.921  48.654  0.157 
1514.68  23.917  48.658  0.155 
1516.61  23.937  48.656  0.158 
1518.58  23.924  48.655  0.153 
1520.56  23.959  48.657  0.155 
1522.59  23.960  48.656  0.160 
1524.57  23.989  48.660  0.157 
1526.60  23.998  48.661  0.158 
1528.58  24.017  48.663  0.158 
1530.56  23.992  48.659  0.158 
1532.59  24.010  48.658  0.157 
1534.57  23.994  48.662  0.159 
1536.60  23.998  48.659  0.158 
1538.58  23.988  48.659  0.157 
1540.55  23.987  48.658  0.158 
1542.59  23.914  48.663  0.160 
1544.56  23.889  48.655  0.157 
1546.60  23.846  48.658  0.156 
1548.57  23.853  48.658  0.157 
1550.61  23.817  48.655  0.158 
1552.58  23.898  48.656  0.160 
1554.56  23.900  48.662  0.156 
1556.59  23.909  48.660  0.163 
1558.57  23.912  48.655  0.157 
1560.60  23.924  48.653  0.158 
1562.58  23.927  48.656  0.156 
1564.56  23.954  48.653  0.158 
1566.59  23.866  48.652  0.159 
1568.57  23.845  48.654  0.156 
1570.60  23.828  48.659  0.156 
1572.58  23.813  48.657  0.158 
1574.55  23.810  48.649  0.160 
1576.59  23.788  48.659  0.158 
1578.56  23.738  48.652  0.159 
1580.60  23.719  48.656  0.162 
1582.57  23.766  48.658  0.157 
1584.55  23.673  48.654  0.157 
1586.58  23.604  48.651  0.158 
1588.56  23.595  48.653  0.157 
1590.59  23.581  48.653  0.158 
1592.57  23.590  48.653  0.153 
1594.55  23.571  48.654  0.158 
